currency,series,page,gearbox,iec_flange,price_foot,price_flange
TL,YPP,48,YPP 103,IEC 160 B5 / B14,88087.00,93321.00
TL,YPP,48,YPP 103,IEC 180 B5,89580.00,94814.00
TL,YPP,48,YPP 104,IEC 71 B5,92834.00,98068.00
TL,YPP,48,YPP 104,IEC 80 B5,93329.00,98563.00
TL,YPP,48,YPP 104,IEC 90 B5,93329.00,98563.00
TL,YPP,48,YPP 104,IEC 100 B5 / B14,95260.00,100494.00
TL,YPP,48,YPP 102 İR 63,IEC 63 B5,99419.00,104653.00
TL,YPP,48,YPP 102 İR 63,IEC 71 B5 / B14,99471.00,104705.00
TL,YPP,48,YPP 102 İR 63,IEC 80 B5 / B14,99715.00,104949.00
TL,YPP,48,YPP 103 İR 63,IEC 63 B5,100035.00,105269.00
TL,YPP,48,YPP 103 İR 63,IEC 71 B5 / B14,100275.00,105509.00
TL,YPP,48,YPP 122,IEC 180 B5,114239.00,121848.00
TL,YPP,48,YPP 122,IEC 200 B5,117493.00,125102.00
TL,YPP,48,YPP 122,IEC 225 B5,126180.00,133789.00
TL,YPP,48,YPP 123,IEC 100 B5,111574.00,119183.00
TL,YPP,48,YPP 123,IEC 112 B5,111574.00,119183.00
TL,YPP,48,YPP 123,IEC 132 B5,112139.00,119748.00
TL,YPP,48,YPP 123,IEC 160 B5 / B14,116423.00,124032.00
TL,YPP,48,YPP 123,IEC 180 B5,118079.00,125688.00
TL,YPP,48,YPP 123,IEC 200 B5,121379.00,128988.00
TL,YPP,48,YPP 123,IEC 225 B5,129963.00,137572.00
TL,YPP,48,YPP 124,IEC 80 B5,124562.00,132171.00
TL,YPP,48,YPP 124,IEC 90 B5,124586.00,132195.00
TL,YPP,48,YPP 124,IEC 100 B5 / B14,125590.00,133199.00
TL,YPP,48,YPP 124,IEC 112 B5 / B14,125590.00,133199.00
TL,YPP,48,YPP 123 İR 72,IEC 71 B5,137892.00,145501.00
TL,YPP,48,YPP 123 İR 72,IEC 80 B5,138342.00,145951.00
TL,YPP,48,YPP 123 İR 72,IEC 90 B5 / B14,138342.00,145951.00
TL,YPP,48,YPP 123 İR 73,IEC 71 B5,138794.00,146403.00
TL,YPP,48,YPP 123 İR 73,IEC 80 B5 / B14,139289.00,146898.00
TL,YPP,49,YPP 142,IEC 225 B5,192162.00,204941.00
TL,YPP,49,YPP 142,IEC 250 B5,197824.00,210603.00
TL,YPP,49,YPP 142,IEC 280 B5,207158.00,219937.00
TL,YPP,49,YPP 143,IEC 132 B5,188609.00,201388.00
TL,YPP,49,YPP 143,IEC 160 B5,193058.00,205837.00
TL,YPP,49,YPP 143,IEC 180 B5,193386.00,206165.00
TL,YPP,49,YPP 143,IEC 200 B5,198788.00,211567.00
TL,YPP,49,YPP 143,IEC 225 B5,208294.00,221073.00
TL,YPP,49,YPP 143,IEC 250 B5,214454.00,227233.00
TL,YPP,49,YPP 143,IEC 280 B5,222897.00,235676.00
TL,YPP,49,YPP 144,IEC 100 B5,209817.00,222596.00
TL,YPP,49,YPP 144,IEC 112 B5,209817.00,222596.00
TL,YPP,49,YPP 144,IEC 132 B5,210453.00,223232.00
TL,YPP,49,YPP 143 İR 72,IEC 71 B5,213659.00,226438.00
TL,YPP,49,YPP 143 İR 72,IEC 80 B5,214137.00,226916.00
TL,YPP,49,YPP 143 İR 72,IEC 90 B5 / B14,214137.00,226916.00
TL,YPP,49,YPP 143 İR 72,IEC 100 B5 / B14,214966.00,227745.00
TL,YPP,49,YPP 143 İR 72,IEC 112 B5 / B14,214966.00,227745.00
TL,YPP,49,YPP 143 İR 72,IEC 132 B5 / B14,215831.00,228610.00
TL,YPP,49,YPP 143 İR 73,IEC 71 B5,214551.00,227330.00
TL,YPP,49,YPP 143 İR 73,IEC 80 B5,215080.00,227859.00
TL,YPP,49,YPP 143 İR 73,IEC 90 B5 / B14,215074.00,227853.00
TL,YPP,49,YPP 143 İR 82,IEC 132 B5,230460.00,243239.00
TL,YPP,49,YPP 143 İR 82,IEC 160 B5 / B14,233342.00,246121.00
TL,YPP,49,YPP 152,IEC 225 B5,284917.00,301954.00
TL,YPP,49,YPP 152,IEC 250 B5,293364.00,310401.00
TL,YPP,49,YPP 152,IEC 280 B5,297733.00,314770.00
TL,YPP,49,YPP 152,IEC 315 B5,356918.00,373955.00
TL,YPP,49,YPP 153,IEC 160 B5,282038.00,299075.00
TL,YPP,49,YPP 153,IEC 180 B5,282036.00,299073.00
TL,YPP,49,YPP 153,IEC 200 B5,287863.00,304900.00
TL,YPP,49,YPP 153,IEC 225 B5,297926.00,314963.00
TL,YPP,49,YPP 153,IEC 250 B5,306388.00,323425.00
TL,YPP,49,YPP 153,IEC 280 B5,310652.00,327689.00
TL,YPP,49,YPP 153,IEC 315 B5,369777.00,386814.00
TL,YPP,49,YPP 154,IEC 100 B5,313415.00,330452.00
TL,YPP,49,YPP 154,IEC 112 B5,313415.00,330452.00
TL,YPP,49,YPP 154,IEC 132 B5,314137.00,331174.00
TL,YPP,49,YPP 152 İR 83,IEC 80 B5,324657.00,341694.00
TL,YPP,49,YPP 152 İR 83,IEC 90 B5,324689.00,341726.00
TL,YPP,49,YPP 152 İR 83,IEC 100 B5 / B14,325778.00,342815.00
TL,YPP,49,YPP 152 İR 83,IEC 112 B5 / B14,325778.00,342815.00
TL,YPP,49,YPP 153 İR 83,IEC 80 B5,325692.00,342729.00
TL,YPP,49,YPP 153 İR 83,IEC 90 B5,325724.00,342761.00
TL,YPP,49,YPP 153 İR 92,IEC 100 B5,349923.00,366960.00
TL,YPP,49,YPP 153 İR 92,IEC 112 B5,349923.00,366960.00
TL,YPP,49,YPP 153 İR 92,IEC 132 B5,351468.00,368505.00
TL,YPP,49,YPP 153 İR 92,IEC 160 B5 / B14,356547.00,373584.00
TL,IP 67 SERİSİ,66,DEX 01 71,4-8,71,695.00
TL,IP 67 SERİSİ,66,DEX 02 80,8-12,80,869.00
TL,IP 67 SERİSİ,66,DEX 03 90,16-26,90,902.00
TL,IP 67 SERİSİ,66,DEX 04 100,26-48,100,1062.00
TL,IP 67 SERİSİ,66,DEX 05 112,45-80,112,1118.00
TL,IP 67 SERİSİ,66,DEX 06 132,80-120,132,1399.00
TL,IP 67 SERİSİ,66,DEX 07 160,120-240,160,1634.00
TL,IP 67 SERİSİ,66,DEX 08 180,240-400,180,2627.00
TL,IP 67 SERİSİ,66,DEX 09 200,370-600,200,3789.00
TL,IP 67 SERİSİ,66,DEX 09 225,370-600,225,4753.00
TL,IP 67 SERİSİ,66,DEX 09A 250,600-800,250,10745.00
TL,IP 67 SERİSİ,66,DEX 10 280,800-1600,280,12283.00
TL,IP 67 SERİSİ,66,DEX 11 315,1600-3200,315,26527.00
EUR,IRP,16,IRP 42,IEC 63 B5 / B14,223.00,245.00
EUR,IRP,16,IRP 42,IEC 71 B5 / B14,224.00,246.00
EUR,IRP,16,IRP 42,IEC 80 B5 / B14,235.00,258.00
EUR,IRP,16,IRP 42,IEC 90 B5 / B14,235.00,258.00
EUR,IRP,16,IRP 43,IEC 63 B5 / B14,227.00,250.00
EUR,IRP,16,IRP 43,IEC 71 B5 / B14,228.00,251.00
EUR,IRP,16,IRP 43,IEC 80 B5 / B14,238.00,262.00
EUR,IRP,16,IRP 43,IEC 90 B5 /B14,238.00,262.00
EUR,IRP,16,IRP 52,IEC 71 B5 / B14,267.00,294.00
EUR,IRP,16,IRP 52,IEC 80 B5 / B14,277.00,305.00
EUR,IRP,16,IRP 52,IEC 90 B5 / B14,277.00,305.00
EUR,IRP,16,IRP 52,IEC 100 B5 / B14,288.00,316.00
EUR,IRP,16,IRP 52,IEC 112 B5 / B14,288.00,316.00
EUR,IRP,16,IRP 53,IEC 63 B5 / B14,276.00,304.00
EUR,IRP,16,IRP 53,IEC 71 B5 / B14,278.00,306.00
EUR,IRP,16,IRP 53,IEC 80 B5 / B14,288.00,316.00
EUR,IRP,16,IRP 53,IEC 90 B5 / B14,288.00,316.00
EUR,IRP,16,IRP 53,IEC 100 B5 / B14,297.00,327.00
EUR,IRP,16,IRP 53,IEC 112 B5 / B14,297.00,327.00
EUR,IRP,16,IRP 53 IR 42,IEC 63 B5 / B14,507.00,540.00
EUR,IRP,16,IRP 53 IR 42,IEC 71 B5 / B14,510.00,543.00
EUR,IRP,16,IRP 621,IEC 80 B5 / B14,400.00,440.00
EUR,IRP,16,IRP 621,IEC 90 B5 / B14,400.00,440.00
EUR,IRP,16,IRP 621,IEC 100 B5 / B14,408.00,448.00
EUR,IRP,16,IRP 621,IEC 112 B5 / B14,408.00,448.00
EUR,IRP,16,IRP 621,IEC 132 B5 / B14,423.00,465.00
EUR,IRP,16,IRP 631,IEC 63 B5,407.00,448.00
EUR,IRP,16,IRP 631,IEC 71 B5,407.00,448.00
EUR,IRP,16,IRP 631,IEC 80 B5 / B14,414.00,455.00
EUR,IRP,16,IRP 631,IEC 90 B5 / B14,414.00,455.00
EUR,IRP,16,IRP 631,IEC 100 B5 / B14,423.00,465.00
EUR,IRP,16,IRP 631,IEC 112 B5 / B14,423.00,465.00
EUR,IRP,16,IRP 62,IEC 80 B5 / B14,409.00,449.00
EUR,IRP,16,IRP 62,IEC 90 B5 / B14,409.00,449.00
EUR,IRP,16,IRP 62,IEC 100 B5 / B14,416.00,457.00
EUR,IRP,16,IRP 62,IEC 112 B5 / B14,416.00,457.00
EUR,IRP,16,IRP 62,IEC 132 B5 / B14,429.00,472.00
EUR,IRP,16,IRP 63,IEC 63 B5,415.00,456.00
EUR,IRP,16,IRP 63,IEC 71 B5,416.00,457.00
EUR,IRP,16,IRP 63,IEC 80 B5 / B14,422.00,465.00
EUR,IRP,16,IRP 63,IEC 90 B5 / B14,422.00,465.00
EUR,IRP,16,IRP 63,IEC 100 B5 / B14,429.00,472.00
EUR,IRP,16,IRP 63,IEC 112 B5 / B14,429.00,472.00
EUR,IRP,16,IRP 64,IEC 63 B5 / B14,512.00,563.00
EUR,IRP,16,IRP 64,IEC 71 B5 / B14,515.00,563.00
EUR,IRP,16,IRP 63 IR 52,IEC 63 B5 / B14,628.00,691.00
EUR,IRP,16,IRP 63 IR 52,IEC 71 B5 / B14,629.00,692.00
EUR,IRP,16,IRP 63 IR 52,IEC 80 B5 / B14,639.00,703.00
EUR,IRP,16,IRP 63 IR 52,IEC 90 B5 / B14,639.00,703.00
EUR,IRP,17,IRP 721,IEC 80 B5,554.00,609.00
EUR,IRP,17,IRP 721,IEC 90 B5 / B14,554.00,609.00
EUR,IRP,17,IRP 721,IEC 100 B5 / B14,570.00,627.00
EUR,IRP,17,IRP 721,IEC 112 B5 / B14,570.00,627.00
EUR,IRP,17,IRP 721,IEC 132 B5 / B14,583.00,641.00
EUR,IRP,17,IRP 731,IEC 71 B5,561.00,617.00
EUR,IRP,17,IRP 731,IEC 80 B5,571.00,629.00
EUR,IRP,17,IRP 731,IEC 90 B5 / B14,571.00,629.00
EUR,IRP,17,IRP 731,IEC 100 B5 / B14,588.00,647.00
EUR,IRP,17,IRP 731,IEC 112 B5 / B14,588.00,647.00
EUR,IRP,17,IRP 731,IEC 132 B5 / B14,601.00,661.00
EUR,IRP,17,IRP 741,IEC 63 B5,709.00,780.00
EUR,IRP,17,IRP 741,IEC 71 B5,716.00,788.00
EUR,IRP,17,IRP 741,IEC 80 B5 / B14,721.00,793.00
EUR,IRP,17,IRP 721 IR 53,IEC 63 B5 / B14,824.00,906.00
EUR,IRP,17,IRP 721 IR 53,IEC 71 B5 / B14,830.00,913.00
EUR,IRP,17,IRP 721 IR 53,IEC 80 B5 / B14,836.00,919.00
EUR,IRP,17,IRP 72,IEC 90 B5 / B14,618.00,680.00
EUR,IRP,17,IRP 72,IEC 100 B5 / B14,635.00,699.00
EUR,IRP,17,IRP 72,IEC 112 B5 / B14,635.00,699.00
EUR,IRP,17,IRP 72,IEC 132 B5 / B14,648.00,713.00
EUR,IRP,17,IRP 72,IEC 160 B5 / B14,697.00,766.00
EUR,IRP,17,IRP 73,IEC 71 B5,628.00,690.00
EUR,IRP,17,IRP 73,IEC 80 B5,639.00,702.00
EUR,IRP,17,IRP 73,IEC 90 B5 / B14,639.00,702.00
EUR,IRP,17,IRP 73,IEC 100 B5 / B14,656.00,721.00
EUR,IRP,17,IRP 73,IEC 112 B5 / B14,656.00,721.00
EUR,IRP,17,IRP 73,IEC 132 B5 / B14,668.00,735.00
EUR,IRP,17,IRP 74,IEC 63 B5,780.00,858.00
EUR,IRP,17,IRP 74,IEC 71 B5 / B14,787.00,866.00
EUR,IRP,17,IRP 74,IEC 80 B5 / B14,791.00,870.00
EUR,IRP,17,IRP 74,IEC 90 B5 / B14,791.00,870.00
EUR,IRP,17,IRP 73 IR 52,IEC 63 B5 / B14,896.00,985.00
EUR,IRP,17,IRP 73 IR 52,IEC 71 B5 / B14,902.00,992.00
EUR,IRP,17,IRP 73 IR 52,IEC 80 B5 / B14,908.00,999.00
EUR,IRP,17,IRP 82,IEC 100 B5 / B14,1048.00,1153.00
EUR,IRP,17,IRP 82,IEC 112 B5 / B14,1048.00,1153.00
EUR,IRP,17,IRP 82,IEC 132 B5 / B14,1062.00,1168.00
EUR,IRP,17,IRP 82,IEC 160 B5 / B14,1115.00,1227.00
EUR,IRP,17,IRP 82,IEC 180 B5,1143.00,1258.00
EUR,IRP,17,IRP 83,IEC 80 B5,1047.00,1146.00
EUR,IRP,17,IRP 83,IEC 90 B5,1047.00,1146.00
EUR,IRP,17,IRP 83,IEC 100 B5 / B14,1071.00,1178.00
EUR,IRP,17,IRP 83,IEC 112 B5 / B14,1071.00,1178.00
EUR,IRP,17,IRP 83,IEC 132 B5 / B14,1086.00,1194.00
EUR,IRP,17,IRP 83,IEC 160 B5 / B14,1140.00,1254.00
EUR,IRP,18,IRP 84,IEC 71 B5,1258.00,1382.00
EUR,IRP,18,IRP 84,IEC 80 B5,1268.00,1394.00
EUR,IRP,18,IRP 84,IEC 90 B5 / B14,1268.00,1394.00
EUR,IRP,18,IRP 82 IR 63,IEC 63 B5,1407.00,1546.00
EUR,IRP,18,IRP 82 IR 63,IEC 71 B5,1413.00,1553.00
EUR,IRP,18,IRP 82 IR 63,IEC 80 B5,1419.00,1561.00
EUR,IRP,18,IRP 82 IR 63,IEC 90 B5,1419.00,1561.00
EUR,IRP,18,IRP 83 IR 63,IEC 63 B5,1420.00,1562.00
EUR,IRP,18,IRP 83 IR 63,IEC 71 B5,1427.00,1569.00
EUR,IRP,18,IRP 83 IR 63,IEC 80 B5,1435.00,1577.00
EUR,IRP,18,IRP 83 IR 63,IEC 90 B5,1435.00,1577.00
EUR,IRP,18,IRP 92,IEC 100 B5,1354.00,1490.00
EUR,IRP,18,IRP 92,IEC 112 B5,1354.00,1490.00
EUR,IRP,18,IRP 92,IEC 132 B5,1366.00,1502.00
EUR,IRP,18,IRP 92,IEC 160 B5 / B14,1452.00,1597.00
EUR,IRP,18,IRP 92,IEC 180 B5,1483.00,1631.00
EUR,IRP,18,IRP 92,IEC 200 B5,1552.00,1707.00
EUR,IRP,18,IRP 93,IEC 80 B5,1373.00,2173.00
EUR,IRP,18,IRP 93,IEC 90 B5,1373.00,2173.00
EUR,IRP,18,IRP 93,IEC 100 B5,1395.00,1535.00
EUR,IRP,18,IRP 93,IEC 112 B5,1395.00,1535.00
EUR,IRP,18,IRP 93,IEC 132 B5,1410.00,1551.00
EUR,IRP,18,IRP 93,IEC 160 B5 / B14,1497.00,1646.00
EUR,IRP,18,IRP 93,IEC 180 B5,1531.00,1684.00
EUR,IRP,18,IRP 94,IEC 80 B5,1599.00,1759.00
EUR,IRP,18,IRP 94,IEC 90 B5,1599.00,1759.00
EUR,IRP,18,IRP 94,IEC 100 B5 / B14,1616.00,1778.00
EUR,IRP,18,IRP 94,IEC 112 B5 / B14,1616.00,1778.00
EUR,IRP,18,IRP 92 IR 63,IEC 63 B5,1734.00,1908.00
EUR,IRP,18,IRP 92 IR 63,IEC 71 B5 / B14,1741.00,1915.00
EUR,IRP,18,IRP 92 IR 63,IEC 80 B5 / B14,1746.00,1920.00
EUR,IRP,18,IRP 92 IR 63,IEC 90 B5 / B14,1746.00,1920.00
EUR,IRP,18,IRP 93 IR 63,IEC 63 B5,1747.00,1922.00
EUR,IRP,18,IRP 93 IR 63,IEC 71 B5 / B14,1754.00,1929.00
EUR,IRP,18,IRP 93 IR 63,IEC 80 B5 / B14,1760.00,1936.00
EUR,IRP,18,IRP 93 IR 63,IEC 90 B5 / B14,1760.00,1936.00
EUR,IRP,18,IRP 102,IEC 132 B5,1830.00,2018.00
EUR,IRP,18,IRP 102,IEC 160 B5 / B14,1939.00,2137.00
EUR,IRP,18,IRP 102,IEC 180 B5,1979.00,2187.00
EUR,IRP,18,IRP 102,IEC 200 B5,2071.00,2287.00
EUR,IRP,18,IRP 102,IEC 225 B5,2282.00,2520.00
EUR,IRP,18,IRP 103,IEC 100 B5,1894.00,2084.00
EUR,IRP,18,IRP 103,IEC 112 B5,1894.00,2084.00
EUR,IRP,18,IRP 103,IEC 132 B5,1912.00,2105.00
EUR,IRP,18,IRP 103,IEC 160 B5 / B14,2024.00,2225.00
EUR,IRP,18,IRP 103,IEC 180 B5,2063.00,2267.00
EUR,IRP,18,IRP 103,IEC 200 B5,2157.00,2371.00
EUR,IRP,18,IRP 104,IEC 80 B5,2113.00,2320.00
EUR,IRP,18,IRP 104,IEC 90 B5,2147.00,2357.00
EUR,IRP,18,IRP 104,IEC 100 B5 / B14,2169.00,2386.00
EUR,IRP,19,IRP 102 IR 73,IEC 71 B5,2429.00,2672.00
EUR,IRP,19,IRP 102 IR 73,IEC 80 B5,2440.00,2684.00
EUR,IRP,19,IRP 102 IR 73,IEC 90 B5 / B14,2440.00,2684.00
EUR,IRP,19,IRP 102 IR 73,IEC 100 B5 / B14,2459.00,2705.00
EUR,IRP,19,IRP 103 IR 72,IEC 71 B5,2441.00,2685.00
EUR,IRP,19,IRP 103 IR 72,IEC 80 B5,2452.00,2696.00
EUR,IRP,19,IRP 103 IR 72,IEC 90 B5 / B14,2452.00,2696.00
EUR,IRP,19,IRP 103 IR 72,IEC 100 B5 / B14,2464.00,2708.00
EUR,IRP,19,IRP 103 IR 73,IEC 71 B5,2449.00,2694.00
EUR,IRP,19,IRP 103 IR 73,IEC 80 B5,2460.00,2706.00
EUR,IRP,19,IRP 103 IR 73,IEC 90 B5 / B14,2460.00,2706.00
EUR,IRP,19,IRP 103 IR 73,IEC 100 B5 / B14,2476.00,2724.00
EUR,IRP,19,IRP 122,IEC 160 B5,2747.00,3023.00
EUR,IRP,19,IRP 122,IEC 180 B5,2805.00,3082.00
EUR,IRP,19,IRP 122,IEC 200 B5,2900.00,3198.00
EUR,IRP,19,IRP 122,IEC 225 B5,3110.00,3422.00
EUR,IRP,19,IRP 122,IEC 250 B5,3273.00,3596.00
EUR,IRP,19,IRP 123,IEC 132 B5,2730.00,3007.00
EUR,IRP,19,IRP 123,IEC 160 B5,2847.00,3129.00
EUR,IRP,19,IRP 123,IEC 180 B5,2898.00,3182.00
EUR,IRP,19,IRP 123,IEC 200 B5,3001.00,3301.00
EUR,IRP,19,IRP 123,IEC 225 B5,3210.00,3532.00
EUR,IRP,19,IRP 123,IEC 250 B5,3381.00,3716.00
EUR,IRP,19,IRP 124,IEC 90 B5,2946.00,3239.00
EUR,IRP,19,IRP 124,IEC 100 B5,2975.00,3271.00
EUR,IRP,19,IRP 124,IEC 112 B5,2975.00,3271.00
EUR,IRP,19,IRP 124,IEC 132 B5,2990.00,3296.00
EUR,IRP,19,IRP 122 IR 73,IEC 71 B5,3204.00,3526.00
EUR,IRP,19,IRP 122 IR 73,IEC 80 B5,3213.00,3532.00
EUR,IRP,19,IRP 122 IR 73,IEC 90 B5 / B14,3213.00,3532.00
EUR,IRP,19,IRP 122 IR 73,IEC 100 B5 / B14,3229.00,3548.00
EUR,IRP,19,IRP 122 IR 73,IEC 112 B5 / B14,3229.00,3548.00
EUR,IRP,19,IRP 122 IR 73,IEC 132 B5 / B14,3241.00,3260.00
EUR,IRP,19,IRP 123 IR 72,IEC 71 B5,3253.00,3581.00
EUR,IRP,19,IRP 123 IR 72,IEC 80 B5,3264.00,3592.00
EUR,IRP,19,IRP 123 IR 72,IEC 90 B5 / B14,3264.00,3592.00
EUR,IRP,19,IRP 123 IR 72,IEC 100 B5 / B14,3300.00,3634.00
EUR,IRP,19,IRP 123 IR 72,IEC 112 B5 / B14,3300.00,3634.00
EUR,IRP,19,IRP 123 IR 72,IEC 132 B5 / B14,3311.00,3645.00
EUR,IRP,19,IRP 123 IR 73,IEC 71 B5,3313.00,3645.00
EUR,IRP,19,IRP 123 IR 73,IEC 80 B5,3326.00,3660.00
EUR,IRP,19,IRP 123 IR 73,IEC 90 B5 / B14,3326.00,3660.00
EUR,IRP,19,IRP 142,IEC 160 B5,4944.00,5423.00
EUR,IRP,19,IRP 142,IEC 180 B5,4955.00,5434.00
EUR,IRP,19,IRP 142,IEC 200 B5,5098.00,5610.00
EUR,IRP,19,IRP 142,IEC 225 B5,5324.00,5856.00
EUR,IRP,19,IRP 142,IEC 250 B5,5497.00,6054.00
EUR,IRP,19,IRP 142,IEC 280 B5,5753.00,6338.00
EUR,IRP,19,IRP 143,IEC 132 B5,5449.00,5992.00
EUR,IRP,19,IRP 143,IEC 160 B5,5574.00,6130.00
EUR,IRP,19,IRP 143,IEC 180 B5,5583.00,6139.00
EUR,IRP,19,IRP 143,IEC 200 B5,5717.00,6285.00
EUR,IRP,19,IRP 143,IEC 225 B5,5945.00,6534.00
EUR,IRP,19,IRP 143,IEC 250 B5,6113.00,6717.00
EUR,IRP,19,IRP 143,IEC 280 B5,6359.00,6988.00
EUR,IRP,20,IRP 144,IEC 90 B5,5798.00,6359.00
EUR,IRP,20,IRP 144,IEC 100 B5,5823.00,6414.00
EUR,IRP,20,IRP 144,IEC 112 B5,5823.00,6414.00
EUR,IRP,20,IRP 144,IEC 132 B5,5845.00,6439.00
EUR,IRP,20,IRP 144,IEC 160 B5,5949.00,6549.00
EUR,IRP,20,IRP 143 IR 72,IEC 71 B5,5879.00,6480.00
EUR,IRP,20,IRP 143 IR 72,IEC 80 B5,5894.00,6495.00
EUR,IRP,20,IRP 143 IR 72,IEC 90 B5 / B14,5894.00,6495.00
EUR,IRP,20,IRP 143 IR 72,IEC 100 B5 / B14,5922.00,6529.00
EUR,IRP,20,IRP 143 IR 72,IEC 112 B5 / B14,5922.00,6529.00
EUR,IRP,20,IRP 143 IR 72,IEC 132 B5 / B14,5941.00,6548.00
EUR,IRP,20,IRP 143 IR 73,IEC 71 B5,5905.00,6515.00
EUR,IRP,20,IRP 143 IR 73,IEC 80 B5,5916.00,6527.00
EUR,IRP,20,IRP 143 IR 73,IEC 90 B5 / B14,5916.00,6527.00
EUR,IRP,20,IRP 143 IR 73,IEC 100 B5 / B14,5938.00,6549.00
EUR,IRP,20,IRP 143 IR 73,IEC 112 B5 / B14,5938.00,6549.00
EUR,IRP,20,IRP 143 IR 73,IEC 132 B5 / B14,5955.00,6566.00
EUR,IRP,20,IRP 143 IR 82,IEC 90 B5,6223.00,6854.00
EUR,IRP,20,IRP 143 IR 82,IEC 100 B5,6261.00,6900.00
EUR,IRP,20,IRP 143 IR 82,IEC 112 B5,6261.00,6900.00
EUR,IRP,20,IRP 143 IR 82,IEC 132 B5,6298.00,6950.00
EUR,IRP,20,IRP 143 IR 82,IEC 160 B5,6392.00,7057.00
EUR,IRP,20,IRP 152,IEC 200 B5,7990.00,8818.00
EUR,IRP,20,IRP 152,IEC 225 B5,8195.00,9023.00
EUR,IRP,20,IRP 152,IEC 250 B5,8411.00,9245.00
EUR,IRP,20,IRP 152,IEC 280 B5,8564.00,9435.00
EUR,IRP,20,IRP 152,IEC 315 B5,10006.00,10828.00
EUR,IRP,20,IRP 153,IEC 160 B5,8432.00,9273.00
EUR,IRP,20,IRP 153,IEC 180 B5,8441.00,9284.00
EUR,IRP,20,IRP 153,IEC 200 B5,8588.00,9458.00
EUR,IRP,20,IRP 153,IEC 225 B5,8817.00,9678.00
EUR,IRP,20,IRP 153,IEC 250 B5,9036.00,9891.00
EUR,IRP,20,IRP 153,IEC 280 B5,9184.00,10088.00
EUR,IRP,20,IRP 153,IEC 315 B5,10612.00,11688.00
EUR,IRP,20,IRP 154,IEC 100 B5,8987.00,9889.00
EUR,IRP,20,IRP 154,IEC 112 B5,8987.00,9889.00
EUR,IRP,20,IRP 154,IEC 132 B5,9019.00,9928.00
EUR,IRP,20,IRP 154,IEC 160 B5,9245.00,10280.00
EUR,IRP,20,IRP 153 IR 92,IEC 90 B5,9220.00,10117.00
EUR,IRP,20,IRP 153 IR 92,IEC 100 B5,9259.00,10185.00
EUR,IRP,20,IRP 153 IR 92,IEC 112 B5,9259.00,10185.00
EUR,IRP,20,IRP 153 IR 92,IEC 132 B5,9270.00,10194.00
EUR,IRP,20,IRP 153 IR 93,IEC 80 B5,9236.00,10233.00
EUR,IRP,20,IRP 153 IR 93,IEC 90 B5,9236.00,10233.00
EUR,IRP,20,IRP 153 IR 103,IEC 100 B5,9881.00,10784.00
EUR,IRP,20,IRP 153 IR 103,IEC 112 B5,9881.00,10784.00
EUR,IRP,20,IRP 153 IR 103,IEC 132 B5,9920.00,10882.00
EUR,IRP,20,IRP 153 IR 103,IEC 160 B5,10010.00,10985.00
EUR,IRKP,32,IRKP 42,IEC 63 B5 / B14,364.00,383.00
EUR,IRKP,32,IRKP 42,IEC 71 B5 / B14,366.00,386.00
EUR,IRKP,32,IRKP 42,IEC 80 B5 / B14,367.00,387.00
EUR,IRKP,32,IRKP 42,IEC 90 B5 / B14,367.00,387.00
EUR,IRKP,32,IRKP 42,IEC 100 B5 / B14,375.00,395.00
EUR,IRKP,32,IRKP 43,IEC 63 B5 / B14,378.00,398.00
EUR,IRKP,32,IRKP 43,IEC 71 B5 / B14,380.00,400.00
EUR,IRKP,32,IRKP 43,IEC 80 B5 / B14,382.00,402.00
EUR,IRKP,32,IRKP 43,IEC 90 B5 / B14,382.00,402.00
EUR,IRKP,32,IRKP 43,IEC 100 B5 / B14,389.00,409.00
EUR,IRKP,32,IRKP 52,IEC 63 B5 / B14,367.00,388.00
EUR,IRKP,32,IRKP 52,IEC 71 B5 / B14,369.00,390.00
EUR,IRKP,32,IRKP 52,IEC 80 B5 / B14,374.00,395.00
EUR,IRKP,32,IRKP 52,IEC 90 B5 / B14,374.00,395.00
EUR,IRKP,32,IRKP 52,IEC 100 B5 / B14,384.00,405.00
EUR,IRKP,32,IRKP 53,IEC 63 B5 / B14,384.00,404.00
EUR,IRKP,32,IRKP 53,IEC 71 B5 / B14,386.00,406.00
EUR,IRKP,32,IRKP 53,IEC 80 B5 / B14,391.00,411.00
EUR,IRKP,32,IRKP 53,IEC 90 B5 / B14,391.00,411.00
EUR,IRKP,32,IRKP 53,IEC 100 B5 / B14,400.00,421.00
EUR,IRKP,32,IRKP 63,IEC 63 B5 / B14,486.00,508.00
EUR,IRKP,32,IRKP 63,IEC 71 B5 / B14,488.00,510.00
EUR,IRKP,32,IRKP 63,IEC 80 B5 / B14,493.00,515.00
EUR,IRKP,32,IRKP 63,IEC 90 B5 / B14,493.00,515.00
EUR,IRKP,32,IRKP 63,IEC 100 B5 / B14,500.00,522.00
EUR,IRKP,32,IRKP 63,IEC 112 B5 / B14,500.00,522.00
EUR,IRKP,32,IRKP 63 IR 52,IEC 63 B5 / B14,699.00,721.00
EUR,IRKP,32,IRKP 63 IR 52,IEC 71 B5 / B14,701.00,723.00
EUR,IRKP,32,IRKP 63 IR 52,IEC 80 B5 / B14,711.00,733.00
EUR,IRKP,32,IRKP 73,IEC 63 B5,773.00,797.00
EUR,IRKP,32,IRKP 73,IEC 71 B5,776.00,800.00
