currency,series,page,power_kw,power_hp,output_rpm,type_full,gearbox,motor,price_foot,price_flange
USD,YPM,42,7.5,10,"8,0-34",YPM 123 / 132M4b,YPM 123,132M4b,3488.00,3682.00
USD,YPM,42,7.5,10,16-69,YPM 103 / 132 M4b,YPM 103,132 M4b,2719.00,2848.00
USD,YPM,42,7.5,10,53-58,YPM 102 / 132 M4b,YPM 102,132 M4b,2588.00,2715.00
USD,YPM,42,7.5,10,25-50,YPM 93 / 132 M4b,YPM 93,132 M4b,2050.00,2114.00
USD,YPM,42,7.5,10,49-94,YPM 92 / 132 M4b,YPM 92,132 M4b,1974.00,2039.00
USD,YPM,42,7.5,10,41-63,YPM 83 / 132 M4b,YPM 83,132 M4b,1629.00,1670.00
USD,YPM,42,7.5,10,68-328,YPM 82 / 132 M4b,YPM 82,132 M4b,1601.00,1642.00
USD,YPM,42,7.5,10,372-656,YPM 82 / 132 S2b,YPM 82,132 S2b,1542.00,1580.00
USD,YPM,42,7.5,10,80-361,YPM 72 / 132 M4b,YPM 72,132 M4b,1295.00,1327.00
USD,YPM,42,7.5,10,371-722,YPM 72 / 132 S2b,YPM 72,132 S2b,1233.00,1265.00
USD,YPM,42,11,10,"4,1-7,1",YPM 153 İR 92 / C132 M4b(*C),YPM 153 İR 92,C132 M4b(*C),10302.00,10680.00
USD,YPM,42,11,15,"6,2-9,9",YPM 143 İR 82 / C132 M4b(*C),YPM 143 İR 82,C132 M4b(*C),6815.00,7112.00
USD,YPM,42,11,15,"7,8-25",YPM 143 / C132 M4b(*C),YPM 143,C132 M4b(*C),6094.00,6391.00
USD,YPM,42,11,15,13-52,YPM 123 / C132 M4b(*C),YPM 123,C132 M4b(*C),3851.00,4044.00
USD,YPM,42,11,15,24-69,YPM 103 / C132 M4b(*C),YPM 103,C132 M4b(*C),3067.00,3195.00
USD,YPM,42,11,15,53-94,YPM 102 / C132 M4b(*C),YPM 102,C132 M4b(*C),2938.00,3065.00
USD,YPM,42,11,15,38-50,YPM 93 / C132 M4b(*C),YPM 93,C132 M4b(*C),2390.00,2460.00
USD,YPM,42,11,15,53-115,YPM 92 / C132 M4b(*C),YPM 92,C132 M4b(*C),2327.00,2396.00
USD,YPM,42,11,15,84-328,YPM 82 / C132 M4b(*C),YPM 82,C132 M4b(*C),1965.00,2006.00
USD,YPM,42,11,15,80-361,YPM 72 / C132 M4b(*C),YPM 72,C132 M4b(*C),1583.00,1615.00
USD,YPM,43,11,,"4,1-7,1",YPM 153 İR 92 / 160 M4b,YPM 153 İR 92,160 M4b,10372.00,10751.00
USD,YPM,43,11,15,"4,7-6,0",YPM 153 / 160 L6b,YPM 153,160 L6b,8690.00,9068.00
USD,YPM,43,11,15,"5,4-19",YPM 153 / 160 M4b,YPM 153,160 M4b,8489.00,8868.00
USD,YPM,43,11,15,"6,2-9,9",YPM 143 İR 82 / 160 M4b,YPM 143 İR 82,160 M4b,6881.00,7177.00
USD,YPM,43,11,15,"6,7-7,6",YPM 143 / 160 L6b,YPM 143,160 L6b,6371.00,6669.00
USD,YPM,43,11,15,"7,8-25",YPM 143 / 160 M4b,YPM 143,160 M4b,6163.00,6461.00
USD,YPM,43,11,15,13-52,YPM 123 / 160 M4b,YPM 123,160 M4b,3918.00,4111.00
USD,YPM,43,11,15,24-69,YPM 103 / 160 M4b,YPM 103,160 M4b,3133.00,3261.00
USD,YPM,43,11,15,53-94,YPM 102 / 160 M4b,YPM 102,160 M4b,3004.00,3131.00
USD,YPM,43,11,15,38-50,YPM 93 / 160 M4b,YPM 93,160 M4b,2456.00,2526.00
USD,YPM,43,11,15,53-66,YPPM 92 / 160 M4b(*P),YPPM 92,160 M4b(*P),2513.00,2582.00
USD,YPM,43,11,15,74-115,YPM 92 / 160 M4b,YPM 92,160 M4b,2393.00,2462.00
USD,YPM,43,11,15,84-328,YPM 82 / 160 M4b,YPM 82,160 M4b,2030.00,2071.00
USD,YPM,43,15,15,"6,0-7,1",YPM 153 İR 92 / 160 L4a,YPM 153 İR 92,160 L4a,10720.00,10753.00
USD,YPM,43,15,20,"6,7-25",YPM 153 / 160 L4a,YPM 153,160 L4a,8663.00,9041.00
USD,YPM,43,15,20,"8,9-9,9",YPM 143 İR 82 / 160 L4a,YPM 143 İR 82,160 L4a,7258.00,7637.00
USD,YPM,43,15,20,10-32,YPM 143 / 160 L4a,YPM 143,160 L4a,6382.00,6678.00
USD,YPM,43,15,20,18-57,YPM 123 / 160 L4a,YPM 123,160 L4a,4107.00,4301.00
USD,YPM,43,15,20,33-69,YPM 103 / 160 L4a,YPM 103,160 L4a,3327.00,3454.00
USD,YPM,43,15,20,53-166,YPM 102 / 160 L4a,YPM 102,160 L4a,3189.00,3316.00
USD,YPM,43,15,20,53-340,YPM 92 / 160 L4a,YPM 92,160 L4a,2569.00,2634.00
USD,YPM,43,15,20,94-328,YPM 82 / 160 L4a,YPM 82,160 L4a,2239.00,2280.00
USD,YPM,43,18.5,20,"7,3-31",YPM 153 / C160 L4b(*C),YPM 153,C160 L4b(*C),8908.00,9287.00
USD,YPM,43,18.5,25,13-40,YPM 143 / C160 L4b(*C),YPM 143,C160 L4b(*C),6606.00,6902.00
USD,YPM,43,18.5,25,22-57,YPM 123 / C160 L4b(*C),YPM 123,C160 L4b(*C),4296.00,4490.00
USD,YPM,43,18.5,25,52-100,YPM 122 / C160 L4b(*C),YPM 122,C160 L4b(*C),4179.00,4371.00
USD,YPM,43,18.5,25,58-270,YPM 102 / C160 L4b(*C),YPM 102,C160 L4b(*C),3403.00,3530.00
USD,YPM,43,18.5,25,94-340,YPM 92 / C160 L4b(*C),YPM 92,C160 L4b(*C),2830.00,2895.00
USD,YPM,43,18.5,25,140-328,YPM 82 / C160 L4b(*C),YPM 82,C160 L4b(*C),2514.00,2555.00
USD,YPM,43,18.5,25,"7,3-31",YPM 153 / 180 M4b,YPM 153,180 M4b,9017.00,9396.00
USD,YPM,43,18.5,25,13-40,YPM 143 / 180 M4b,YPM 143,180 M4b,6711.00,7007.00
USD,YPM,43,18.5,25,22-57,YPM 123 / 180 M4b,YPM 123,180 M4b,4397.00,4591.00
USD,YPM,43,18.5,25,52-100,YPM 122 / 180 M4b,YPM 122,180 M4b,4280.00,4473.00
USD,YPM,43,18.5,25,58-270,YPM 102 / 180 M4b,YPM 102,180 M4b,3500.00,3627.00
USD,YPM,43,18.5,25,94-340,YPM 92 / 180 M4b,YPM 92,180 M4b,2904.00,2969.00
USD,YPM,43,22,25,"8,3-42",YPM 153 / 180 L4b,YPM 153,180 L4b,9386.00,9765.00
USD,YPM,43,22,30,15-49,YPM 143 / 180 L4b,YPM 143,180 L4b,7072.00,7368.00
USD,YPM,43,22,30,52-64,YPM 142 / 180 L4b,YPM 142,180 L4b,6705.00,7001.00
USD,YPM,43,22,30,24-57,YPM 123 / 180 L4b,YPM 123,180 L4b,4740.00,4933.00
USD,YPM,43,22,30,52-135,YPM 122 / 180 L4b,YPM 122,180 L4b,4579.00,4772.00
USD,YPM,43,22,30,67-298,YPM 102 / 180 L4b,YPM 102,180 L4b,3824.00,3951.00
USD,YPM,43,22,30,94-340,YPM 92 / 180 L4b,YPM 92,180 L4b,3205.00,3274.00
USD,YPM,43,30,30,12-55,YPM 153 / C180 L4b(*C),YPM 153,C180 L4b(*C),9774.00,10152.00
USD,YPM,43,30,40,22-67,YPM 143 / C180 L4b(*C),YPM 143,C180 L4b(*C),7403.00,7699.00
USD,YPM,43,30,40,52-87,YPM 142 / C180 L4b(*C),YPM 142,C180 L4b(*C),7035.00,7331.00
USD,YPM,43,30,40,34-57,YPM 123 / C180 L4b(*C),YPM 123,C180 L4b(*C),5052.00,5246.00
USD,YPM,43,30,40,71-358,YPM 122 / C180 L4b(*C),YPM 122,C180 L4b(*C),4901.00,5094.00
USD,YPM,43,30,40,94-298,YPM 102 / C180 L4b(*C),YPM 102,C180 L4b(*C),4156.00,4283.00
USD,YPM,43,30,40,104-340,YPM 92 / C180 L4b(*C),YPM 92,C180 L4b(*C),3494.00,3563.00
USD,YPM,44,30,,12-55,YPM 153 / 200 L4c,YPM 153,200 L4c,10001.00,10379.00
USD,YPM,44,30,40,22-67,YPM 143 / 200 L4c,YPM 143,200 L4c,7610.00,7906.00
USD,YPM,44,30,40,52-87,YPM 142 / 200 L4c,YPM 142,200 L4c,7242.00,7538.00
USD,YPM,44,30,40,34-57,YPM 123 / 200 L4c,YPM 123,200 L4c,5250.00,5444.00
USD,YPM,44,30,40,71-358,YPM 122 / 200 L4c,YPM 122,200 L4c,5100.00,5293.00
USD,YPM,44,30,40,94-298,YPM 102 / 200 L4c,YPM 102,200 L4c,4350.00,4477.00
USD,YPM,44,37,40,17-66,YPM 153 / C200 L4b(*C),YPM 153,C200 L4b(*C),10340.00,10719.00
USD,YPM,44,37,50,22-67,YPM 143 / C200 L4b(*C),YPM 143,C200 L4b(*C),7994.00,8290.00
USD,YPM,44,37,50,52-108,YPM 142 / C200 L4b(*C),YPM 142,C200 L4b(*C),7448.00,7744.00
USD,YPM,44,37,50,71-358,YPM 122 / C200 L4b(*C),YPM 122,C200 L4b(*C),5249.00,5443.00
USD,YPM,44,37,50,94-298,YPM 102 / C200 L4b(*C),YPM 102,C200 L4b(*C),4679.00,4806.00
USD,YPM,44,37,50,17-66,YPM 153 / 225 S4a,YPM 153,225 S4a,10785.00,11163.00
USD,YPM,44,37,50,22-67,YPM 143 / 225 S4a,YPM 143,225 S4a,8419.00,8715.00
USD,YPM,44,37,50,52-108,YPM 142 / 225 S4a,YPM 142,225 S4a,7873.00,8169.00
USD,YPM,44,37,50,71-358,YPM 122 / 225 S4a,YPM 122,225 S4a,5668.00,5861.00
USD,YPM,44,45,50,22-66,YPM 153 / 225 M4c,YPM 153,225 M4c,11123.00,11503.00
USD,YPM,44,45,60,50-95,YPM 152 / 225 M4c,YPM 152,225 M4c,10430.00,10808.00
USD,YPM,44,45,60,40-67,YPM 143 / 225 M4c,YPM 143,225 M4c,8771.00,9067.00
USD,YPM,44,45,60,58-349,YPM 142 / 225 M4c,YPM 142,225 M4c,8257.00,8554.00
USD,YPM,44,45,60,71-358,YPM 122 / 225 M4c,YPM 122,225 M4c,6002.00,6195.00
USD,YPM,44,55,60,25-66,YPM 153 / C225M4b(*C),YPM 153,C225M4b(*C),12088.00,12467.00
USD,YPM,44,55,75,50-72,YPM 152 / C225M4b(*C),YPM 152,C225M4b(*C),11770.00,12149.00
USD,YPM,44,55,75,40-67,YPM 143 / C225M4b(*C),YPM 143,C225M4b(*C),9745.00,10042.00
USD,YPM,44,55,75,58-349,YPM 142 / C225M4b(*C),YPM 142,C225M4b(*C),9235.00,9531.00
USD,YPM,44,55,75,25-66,YPM 153 / 250 M4c,YPM 153,250 M4c,12391.00,12770.00
USD,YPM,44,55,75,50-72,YPM 152 / 250 M4c,YPM 152,250 M4c,12074.00,12452.00
USD,YPM,44,55,75,40-67,YPM 143 / 250 M4c,YPM 143,250 M4c,10001.00,10298.00
USD,YPM,44,55,75,58-349,YPM 142 / 250 M4c,YPM 142,250 M4c,9491.00,9787.00
USD,YPM,44,75,75,31-66,YPM 153 / 280 S4,YPM 153,280 S4,14269.00,14647.00
USD,YPM,44,75,100,79-142,YPM 152 / 280 S4,YPM 152,280 S4,13943.00,14321.00
USD,YPM,44,75,100,60-67,YPM 143 / 280 S4,YPM 143,280 S4,11827.00,12183.00
USD,YPM,44,75,100,74-349,YPM 142 / 280 S4,YPM 142,280 S4,11303.00,11599.00
USD,YPM,44,90,100,42-66,YPM 153 / 315 S4,YPM 153,315 S4,14714.00,15093.00
USD,YPM,44,90,120,79-142,YPM 152 / 315 S4,YPM 152,315 S4,14399.00,14777.00
USD,YPM,44,90,120,60-67,YPM 143 / 280 M4,YPM 143,280 M4,12423.00,12779.00
USD,YPM,44,90,120,73-349,YPM 142 / 280 M4,YPM 142,280 M4,12049.00,12404.00
USD,YPM,44,110,120,46-66,YPM 153 / 315 S4,YPM 153,315 S4,18705.00,19084.00
USD,YPM,44,110,150,79-142,YPM 152 / 315 S4,YPM 152,315 S4,18348.00,18728.00
USD,YPM,44,132,160,79-142,YPM 152 / 315 M4a,YPM 152,315 M4a,19997.00,20375.00
USD,YPM,44,160,220,87--142,YPM 152 / 315 M4b,YPM 152,315 M4b,21267.00,21645.00
USD,YPM,44,185,250,103-142,YPM 152 / 315 L4a,YPM 152,315 L4a,23600.00,23980.00
USD,YPM,44,200,275,122-142,YPM 152 / 315 L4b,YPM 152,315 L4b,25861.00,26241.00
USD,IRSM,50,0.18,0.25,"1,0-2,0",IRSM 102 IR 43 / 63 M4b,IRSM 102 IR 43,63 M4b,959.00,996.00
USD,IRSM,50,0.25,0.25,"0,7-2,3",IRSM 127 IRS 65 / 71 M4a,IRSM 127 IRS 65,71 M4a,1266.00,1312.00
USD,IRSM,50,0.25,0.34,"0,9-3,3",IRSM 127 IR 43 / 71 M4a,IRSM 127 IR 43,71 M4a,1247.00,1293.00
USD,IRSM,50,0.25,0.34,"0,9-3,2",IRSM 102 IRS 52 / 71 M4a,IRSM 102 IRS 52,71 M4a,918.00,953.00
USD,IRSM,50,0.25,0.34,"2,2-3,5",IRSM 102 IR 43 / 71 M4a,IRSM 102 IR 43,71 M4a,964.00,1000.00
USD,IRSM,50,0.25,0.34,"4,1-9,4",IRSM 102 IR 42 / 71 M4a,IRSM 102 IR 42,71 M4a,960.00,997.00
USD,IRSM,50,0.25,0.34,22-95,IRSM 52 / 71 M4a,IRSM 52,71 M4a,329.00,342.00
USD,IRSM,50,0.37,0.34,"0,9-4,6",IRSM 127 IRS 65 / 71 M4b,IRSM 127 IRS 65,71 M4b,1274.00,1319.00
USD,IRSM,50,0.37,0.50,"2,1-3,3",IRSM 127 IR 43 / 71 M4b,IRSM 127 IR 43,71 M4b,1255.00,1301.00
USD,IRSM,50,0.37,0.50,"1,6-3,2",IRSM 102 IRS 52 / 71 M4b,IRSM 102 IRS 52,71 M4b,926.00,962.00
USD,IRSM,50,0.37,0.50,"2,2-3,6",IRSM 102 IR 43 / 71 M4b,IRSM 102 IR 43,71 M4b,972.00,1009.00
USD,IRSM,50,0.37,0.50,"4,1-9,5",IRSM 102 IR 42 / 71 M4b,IRSM 102 IR 42,71 M4b,969.00,1005.00
USD,IRSM,50,0.37,0.50,15-93,IRSM 65 / 80 M6a,IRSM 65,80 M6a,427.00,443.00
USD,IRSM,50,0.37,0.50,15-125,IRSM 52 / 80 M6a,IRSM 52,80 M6a,368.00,381.00
USD,IRSM,50,0.37,0.50,22-192,IRSM 52 / 71 M4b,IRSM 52,71 M4b,338.00,351.00
USD,IRSM,50,0.55,0.50,"1,1-5,9",IRSM 127 IRS 65 / 80 M4a,IRSM 127 IRS 65,80 M4a,1345.00,1406.00
USD,IRSM,50,0.55,0.75,"2,5-4,5",IRSM 127 IR 52 / 80 M4a,IRSM 127 IR 52,80 M4a,1336.00,1398.00
USD,IRSM,50,0.55,0.75,"2,4-6,3",IRSM 102 IRS 52 / 80 M4a,IRSM 102 IRS 52,80 M4a,951.00,987.00
USD,IRSM,50,0.55,0.75,"5,3-9,3",IRSM 102 IR 42 / 80 M4a,IRSM 102 IR 42,80 M4a,995.00,1031.00
USD,IRSM,50,0.55,0.75,"14,5-30",IRSM 82 / 80 M6b,IRSM 82,80 M6b,553.00,577.00
USD,IRSM,50,0.55,0.75,18-30,IRSM 65 / 80 M6b,IRSM 65,80 M6b,454.00,470.00
USD,IRSM,50,0.55,0.75,27-140,IRSM 65 / 80 M4a,IRSM 65,80 M4a,422.00,438.00
USD,IRSM,50,0.55,0.75,23-123,IRSM 52 / 80 M6b,IRSM 52,80 M6b,395.00,408.00
USD,IRSM,50,0.55,0.75,22-188,IRSM 52 / 80 M4a,IRSM 52,80 M4a,364.00,376.00
USD,IRSM,50,0.75,0.75,"0,9-2,4",IRSM 162 IRS 82 / 80 M4b,IRSM 162 IRS 82,80 M4b,3318.00,3487.00
USD,IRSM,50,0.75,1,"2,3-6,1",IRSM 127 IRS 65 / 80 M4b,IRSM 127 IRS 65,80 M4b,1418.00,1479.00
USD,IRSM,50,0.75,1,"2,6-7,2",IRSM 127 IR 52 / 80 M4b,IRSM 127 IR 52,80 M4b,1403.00,1465.00
USD,IRSM,50,0.75,1,"3,2-13",IRSM 102 IRS 52 / 80 M4b,IRSM 102 IRS 52,80 M4b,1011.00,1059.00
USD,IRSM,50,0.75,1,15-46,IRSM 82 / 90 S6,IRSM 82,90 S6,590.00,622.00
USD,IRSM,50,0.75,1,18-94,IRSM 65 / 90 S6,IRSM 65,90 S6,474.00,490.00
USD,IRSM,50,0.75,1,17-188,IRSM 65 / 80 M4b,IRSM 65,80 M4b,460.00,476.00
USD,IRSM,50,0.75,1,28-194,IRSM 52 / 80 M4b,IRSM 52,80 M4b,401.00,414.00
USD,IRSM,50,1.1,1,"1,6-4,7",IRSM 162 IRS 82 / 90 S4,IRSM 162 IRS 82,90 S4,3346.00,3515.00
USD,IRSM,50,1.1,1.5,"1,9-2,6",IRSM 162 IR 63 / 90 S4,IRSM 162 IR 63,90 S4,3437.00,3607.00
USD,IRSM,50,1.1,1.5,"3,0-5,9",IRSM 127 IRS 65 / 90 S4,IRSM 127 IRS 65,90 S4,1366.00,1412.00
USD,IRSM,50,1.1,1.5,"3,8-13",IRSM 127 IR 52 / 90 S4,IRSM 127 IR 52,90 S4,1399.00,1443.00
USD,IRSM,50,1.1,1.5,11-18,IRSM 102 / 90 L6,IRSM 102,90 L6,770.00,807.00
USD,IRSM,50,1.1,1.5,15-94,IRSM 82 / 90 L6,IRSM 82,90 L6,609.00,634.00
USD,IRSM,50,1.1,1.5,23-32,IRSM 82 / 90 S4,IRSM 82,90 S4,587.00,610.00
USD,IRSM,50,1.1,1.5,24-126,IRSM 65 / 90 L6,IRSM 65,90 L6,512.00,527.00
USD,IRSM,50,1.1,1.5,28-190,IRSM 65 / 90 S4,IRSM 65,90 S4,488.00,505.00
USD,IRSM,51,1.5,,"2,4-4,7",IRSM 162 IRS 82 / 90 L4,IRSM 162 IRS 82,90 L4,3369.00,3538.00
USD,IRSM,51,1.5,2,"4,7-11",IRSM 127 IR 52 / 90 L4,IRSM 127 IR 52,90 L4,1477.00,68908.00
USD,IRSM,51,1.5,2,"11,5-23,5",IRSM 127 / 100 L6,IRSM 127,100 L6,1184.00,52933.00
USD,IRSM,51,1.5,2,"11,5-47",IRSM 102 / 100 L6,IRSM 102,100 L6,812.00,849.00
USD,IRSM,51,1.5,2,18-95,IRSM 82 / 100 L6,IRSM 82,100 L6,657.00,690.00
USD,IRSM,51,1.5,2,23-143,IRSM 82 / 90 L4,IRSM 82,90 L4,641.00,674.00
USD,IRSM,51,1.5,2,28-190,IRSM 65 / 90 L4,IRSM 65,90 L4,513.00,535.00
USD,IRSM,51,2.2,2,"3,9-13",IRSM 162 IR 62 / 100 L4a,IRSM 162 IR 62,100 L4a,3500.00,3669.00
USD,IRSM,51,2.2,3,11-23,IRSM 162 / 112 M6,IRSM 162,112 M6,2947.00,3117.00
USD,IRSM,51,2.2,3,11-30,IRSM 127 / 112 M6,IRSM 127,112 M6,1259.00,1320.00
USD,IRSM,51,2.2,3,17-36,IRSM 127 / 100 L4a,IRSM 127,100 L4a,1191.00,1252.00
USD,IRSM,51,2.2,3,17-191,IRSM 102 / 100 L4a,IRSM 102,100 L4a,843.00,891.00
USD,IRSM,51,2.2,3,27-143,IRSM 82 / 100 L4a,IRSM 82,100 L4a,680.00,713.00
USD,IRSM,51,3.0,3,11-15,IRSM 201 IR 72 / 100 L4b,IRSM 201 IR 72,100 L4b,6195.00,6526.00
USD,IRSM,51,3.0,4,11-32,IRSM 162 / 132 S6,IRSM 162,132 S6,3068.00,3239.00
USD,IRSM,51,3.0,4,17-143,IRSM 127 / 100 L4b,IRSM 127,100 L4b,1232.00,1293.00
USD,IRSM,51,3.0,4,23-191,IRSM 102 / 100 L4b,IRSM 102,100 L4b,882.00,922.00
USD,IRSM,51,3.0,4,36-191,IRSM 82 / 100 L4b,IRSM 82,100 L4b,720.00,752.00
USD,IRSM,51,4.0,4,"5,2-15",IRSM 201 IR 72 / 112M4,IRSM 201 IR 72,112M4,6274.00,6605.00
USD,IRSM,51,4.0,5.5,11-24,IRSM 201 / 132 M6,IRSM 201,132 M6,5380.00,5711.00
USD,IRSM,51,4.0,5.5,11-46,IRSM 162 / 132 M6,IRSM 162,132 M6,3174.00,3395.00
USD,IRSM,51,4.0,5.5,"17,5-112",IRSM 127 / 112 M4,IRSM 127,112 M4,1312.00,1373.00
USD,IRSM,51,4.0,5.5,29-194,IRSM 102 / 112 M4,IRSM 102,112 M4,964.00,1004.00
USD,IRSM,51,4.0,5.5,48-191,IRSM 82 / 112 M4,IRSM 82,112 M4,802.00,828.00
USD,IRSM,51,5.5,5.5,11-24,IRSM 201 / 132 M6,IRSM 201,132 M6,5499.00,5831.00
USD,IRSM,51,5.5,7.5,11-64,IRSM 162 / 132 M6,IRSM 162,132 M6,3446.00,3666.00
USD,IRSM,51,5.5,7.5,17-98,IRSM 162 / 132 S4,IRSM 162,132 S4,3294.00,3515.00
USD,IRSM,51,5.5,7.5,22-146,IRSM 127 / 132 S4,IRSM 127,132 S4,1403.00,1465.00
USD,IRSM,51,7.5,7.5,11-24,IRSM 201 / 160 M6,IRSM 201,160 M6,5751.00,6082.00
USD,IRSM,51,7.5,10,18-64,IRSM 162 / 160 M6,IRSM 162,160 M6,3695.00,3916.00
USD,IRSM,51,7.5,10,17-98,IRSM 162 / 132 M4,IRSM 162,132 M4,3417.00,3638.00
USD,IRSM,51,7.5,10,36-183,IRSM 127 / 132 M4,IRSM 127,132 M4,1480.00,1541.00
USD,IRSM,51,11,10,18-48,IRSM 250 / 160 L6b,IRSM 250,160 L6b,7676.00,8453.00
USD,IRSM,51,11,15,15-32,IRSM 201 / 160 L6b,IRSM 201,160 L6b,5937.00,6221.00
USD,IRSM,51,11,15,18-64,IRSM 162 / 160 L6b,IRSM 162,160 L6b,3873.00,4094.00
USD,IRSM,51,11,15,27-195,IRSM 162 / 160 M4,IRSM 162,160 M4,3765.00,3985.00
USD,IRSM,51,15,15,15-48,IRSM 250 / 180 L6a,IRSM 250,180 L6a,8451.00,9042.00
USD,IRSM,51,15,20,28-146,IRSM 250 / 160 L4a,IRSM 250,160 L4a,8228.00,8819.00
USD,IRSM,51,15,20,27-195,IRSM 201 / 160 L4a,IRSM 201,160 L4a,6267.00,6703.00
USD,IRSM,51,15,20,35-195,IRSM 162 / 160 L4a,IRSM 162,160 L4a,4044.00,4265.00
USD,IRSM,51,18.5,25,28-190,IRSM 250 / 180 M4b,IRSM 250,180 M4b,8465.00,9056.00
USD,IRSM,51,22,30,28-190,IRSM 250 / 180L4b,IRSM 250,180L4b,8613.00,9203.00
USD,SM,53,0.12,,"0,28-047",SM 110 S50 / 63 M4a,SM 110 S50,63 M4a,701.00,740.00
USD,SM,53,0.12,0.18,"0,58-0,78",SM 90 S40 / 63 M4a,SM 90 S40,63 M4a,509.00,526.00
USD,SM,53,0.12,0.18,"0,9-5,5",SM 75 S40 / 63M4a,SM 75 S40,63M4a,438.00,452.00
USD,SM,53,0.12,0.18,"1,5-9,0",SM 63 S30 / 63M4a,SM 63 S30,63M4a,345.00,354.00
USD,SM,53,0.12,0.18,"2,7-14",SM 50 S30 / 63M4a,SM 50 S30,63M4a,300.00,307.00
USD,SM,53,0.12,0.18,14-17,SM 50 / 63 M4a,SM 50,63 M4a,216.00,223.00
USD,SM,53,0.12,0.18,14-68,SM 40 / 63 M4a,SM 40,63 M4a,186.00,192.00
USD,SM,53,0.12,0.18,27-182,SM 30 / 63 M4a,SM 30,63 M4a,157.00,161.00
USD,SM,53,0.18,0.18,"0,58-0,78",SM 110 S50 / 63 M4b,SM 110 S50,63 M4b,705.00,744.00
USD,SM,53,0.18,0.25,"0,93-1,20",SM 90 S40 / 63 M4b,SM 90 S40,63 M4b,514.00,562.00
USD,SM,53,0.18,0.25,"1,5-6,7",SM 75 S40 / 63M4b,SM 75 S40,63M4b,443.00,458.00
USD,SM,53,0.18,0.25,"2,7-13,4",SM 63 S30 / 63M4b,SM 63 S30,63M4b,351.00,359.00
USD,SM,53,0.18,0.25,"4,5-9,0",SM 50 S30 / 63M4b,SM 50 S30,63M4b,305.00,312.00
USD,SM,53,0.18,0.25,"9,2-23",SM 63 / 71 M6a,SM 63,71 M6a,280.00,288.00
USD,SM,53,0.18,0.25,23-46,SM 50 / 71 M6a,SM 50,71 M6a,237.00,244.00
USD,SM,53,0.18,0.25,13-17,SM 50 / 63 M4b,SM 50,63 M4b,221.00,227.00
USD,SM,53,0.18,0.25,23-91,SM 40 / 71 M6a,SM 40,71 M6a,214.00,219.00
USD,SM,53,0.18,0.25,22-89,SM 40 / 63 M4b,SM 40,63 M4b,192.00,197.00
USD,SM,53,0.18,0.25,45-178,SM 30 / 63 M4b,SM 30,63 M4b,163.00,167.00
USD,SM,53,0.25,0.25,"0,28-0,78",SM 150 S63 / 71 M4a,SM 150 S63,71 M4a,1278.00,1331.00
USD,SM,53,0.25,0.34,"0,28-0,58",SM 130 S63 / 71 M4a,SM 130 S63,71 M4a,892.00,940.00
USD,SM,53,0.25,0.34,"0,78-1,20",SM 110 S50 / 71 M4a,SM 110 S50,71 M4a,714.00,752.00
USD,SM,53,0.25,0.34,"1,6-2,3",SM 90 S40 / 71 M4a,SM 90 S40,71 M4a,521.00,537.00
USD,SM,53,0.25,0.34,"2,8-14",SM 75 S40 / 71 M4a,SM 75 S40,71 M4a,449.00,463.00
USD,SM,53,0.25,0.34,"9,2-23",SM 63 / 71 M6b,SM 63,71 M6b,291.00,299.00
USD,SM,53,0.25,0.34,14-34,SM 63 / 71 M4a,SM 63,71 M4a,272.00,280.00
USD,SM,53,0.25,0.34,15-61,SM 50 / 71 M6b,SM 50,71 M6b,245.00,252.00
USD,SM,53,0.25,0.34,17-69,SM 50 / 71 M4a,SM 50,71 M4a,226.00,233.00
USD,SM,53,0.25,0.34,30-122,SM 40 / 71 M6b,SM 40,71 M6b,224.00,228.00
USD,SM,53,0.25,0.34,34-138,SM 40 / 71 M4a,SM 40,71 M4a,197.00,203.00
USD,SM,53,0.37,0.34,"0,47-0,78",SM 150 S63 / 71 M4b,SM 150 S63,71 M4b,1275.00,1328.00
USD,SM,53,0.37,0.50,"0,78-0,93",SM 130 S63/ 71 M4b,SM 130 S63,71 M4b,893.00,942.00
USD,SM,53,0.37,0.50,"1,2-1,9",SM 110 S50 / 71 M4b,SM 110 S50,71 M4b,716.00,755.00
USD,SM,53,0.37,0.50,"2,3-4,7",SM 90 S40 / 71 M4b,SM 90 S40,71 M4b,526.00,542.00
USD,SM,53,0.37,0.50,"3,5-14",SM 75 S40 / 71 M4b,SM 75 S40,71 M4b,454.00,468.00
USD,SM,53,0.37,0.50,"9,0-11",SM 90 / 80 M6a,SM 90,80 M6a,421.00,438.00
USD,SM,53,0.37,0.50,"9,1-36",SM 75 / 80 M6a,SM 75,80 M6a,352.00,366.00
USD,SM,53,0.37,0.50,11-45,SM 63 / 80 M6a,SM 63,80 M6a,300.00,308.00
USD,SM,53,0.37,0.50,14-35,SM 63 / 71 M4b,SM 63,71 M4b,277.00,286.00
USD,SM,53,0.37,0.50,30-91,SM 50 / 80 M6a,SM 50,80 M6a,260.00,266.00
USD,SM,53,0.37,0.50,23-98,SM 50 / 71 M4b,SM 50,71 M4b,232.00,239.00
USD,SM,53,0.37,0.50,46-185,SM 40 / 71 M4b,SM 40,71 M4b,205.00,210.00
USD,SM,54,0.55,,"0,58-0,78",SM 150 S63 / 80 M4a,SM 150 S63,80 M4a,1312.00,1366.00
