size,series,stage,input_config,price_eur,page
133,IPRK,S3,MC,24557.00,18
133,IPRK,S4,MC,24546.00,18
133,IPR,S1,S,12235.00,18
133,IPR,S2,S,18493.00,18
133,IPR,S3,S,20883.00,18
133,IPR,S4,S,21785.00,18
133,IPRK,S2,S,21231.00,18
133,IPRK,S3,S,22808.00,18
133,IPRK,S4,S,22796.00,18
133,IPR,S1,SD,13490.00,18
133,IPR,S2,SD,19747.00,18
133,IPR,S3,SD,22137.00,18
133,IPR,S4,SD,23040.00,18
133,IPRK,S2,SD,22485.00,18
133,IPRK,S3,SD,24062.00,18
133,IPRK,S4,SD,24051.00,18
133,IPR,S1,FVS,15009.00,18
133,IPR,S2,FVS,21266.00,18
133,IPR,S3,FVS,23656.00,18
133,IPR,S4,FVS,24559.00,18
133,IPRK,S2,FVS,24004.00,18
133,IPRK,S3,FVS,25581.00,18
133,IPRK,S4,FVS,25570.00,18
133,IPR,S1,FVC,14987.00,18
133,IPR,S2,FVC,21244.00,18
133,IPR,S3,FVC,23634.00,18
133,IPR,S4,FVC,24536.00,18
133,IPRK,S2,FVC,23982.00,18
133,IPRK,S3,FVC,25559.00,18
133,IPRK,S4,FVC,25548.00,18
