currency,page,table,cells
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….402 | - | - | - | 45.176,00 | 50.851,00 | 54.166,00 | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….403 | - | 42.903,00 | 44.023,00 | 44.662,00 | 446,00 | - | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….502 | - | - | - | - | - | 58.648,00 | 66.978,00 | 85.488,00 | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….503 | - | - | 45.687,00 | 46.937,00 | 52.352,00 | 57.119,00 | 65.475,00 | 75.543,00 | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….602 | - | - | - | - | - | 58.648,00 | 66.978,00 | 85.488,00 | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….603 | - | - | 45.687,00 | 46.937,00 | 52.352,00 | 57.119,00 | 65.475,00 | 75.543,00 | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….702 | - | - | - | - | - | 70.489,00 | 79.976,00 | 100.052,00 | 118.104,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….703 | - | - | - | 54.620,00 | 60.500,00 | 66.292,00 | 75.585,00 | 94.774,00 | 112.226,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….704 | - | - | 51.205,00 | 52.827,00 | 58.513,00 | - | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….802 | - | - | - | - | - | 70.489,00 | 79.976,00 | 100.052,00 | 118.104,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….803 | - | - | - | 54.620,00 | 60.500,00 | 66.292,00 | 75.585,00 | 94.774,00 | 112.226,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….804 | - | - | 51.205,00 | 52.827,00 | 58.513,00 | - | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….902 | - | - | - | - | - | 83.221,00 | 88.384,00 | 116.221,00 | 133.880,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….903 | - | - | - | 67.267,00 | 73.565,00 | 80.746,00 | 90.657,00 | 111.311,00 | 129.368,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP ….904 | - | - | 63.536,00 | 65.494,00 | 71.937,00 | 78.958,00 | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP…1002 | - | - | - | - | - | 83.221,00 | 88.384,00 | 116.221,00 | 133.880,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP…1003 | - | - | - | 67.267,00 | 73.565,00 | 80.746,00 | 90.657,00 | 111.311,00 | 129.368,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP…1004 | - | - | 63.536,00 | 65.494,00 | 71.937,00 | 78.958,00 | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP…1102 | - | - | - | - | - | - | - | - | 155.325,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP…1103 | - | - | - | - | - | 99.375,00 | 109.741,00 | 130.755,00 | 150.009,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP…1104 | - | - | - | 78.700,00 | 85.188,00 | 93.738,00 | 104.373,00 | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP…1202 | - | - | - | - | - | - | - | - | 155.325,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP…1203 | - | - | - | - | - | 99.375,00 | 109.741,00 | 130.755,00 | 150.009,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MAP…1204 | - | - | - | 78.700,00 | 85.188,00 | 93.738,00 | 104.373,00 | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,REDÜKTÖR TİPİ | IEC B5 80/90 | IEC B5 100/112 | IEC B5 132 | IEC B5 160/180 | IEC B5 200 | IEC B5 225 | IEC B5 250 | IEC B5 280 | IEC B5 315
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP ….403 | - | 43.679,00 | 45.082,00 | 46.492,00 | 51.851,00 | - | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP ….404 | 43.257,00 | 43.029,00 | 44.483,00 | - | - | - | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP ….503 | - | 48.651,00 | 50.195,00 | 51.670,00 | 56.682,00 | 62.728,00 | 74.243,00 | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP ….504 | 47.719,00 | 47.891,00 | 49.309,00 | 50.611,00 | - | - | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP ….603 | - | 48.651,00 | 50.195,00 | 51.670,00 | 56.682,00 | 62.728,00 | 74.243,00 | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP ….604 | 47.719,00 | 47.891,00 | 49.309,00 | 50.611,00 | - | - | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP ….703 | - | - | - | 61.275,00 | 67.765,00 | 74.433,00 | 84.863,00 | 97.682,00 | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP ….704 | - | 48.078,00 | 51.891,00 | 58.646,00 | 65.197,00 | - | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP ….803 | - | - | - | 61.275,00 | 67.765,00 | 74.433,00 | 84.863,00 | 97.682,00 | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP ….804 | - | 48.078,00 | 51.891,00 | 58.646,00 | 65.197,00 | - | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP ….903 | - | - | - | 75.790,00 | 82.688,00 | 90.593,00 | 102.032,00 | 125.188,00 | 139.347,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP ….904 | - | 72.400,00 | 74.063,00 | 81.386,00 | 88.994,00 | 99.430,00 | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP…1003 | - | - | - | 75.790,00 | 82.688,00 | 90.593,00 | 102.032,00 | 125.188,00 | 139.347,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP…1004 | - | 72.400,00 | 74.063,00 | 81.386,00 | 88.994,00 | 99.430,00 | - | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP…1103 | - | - | - | - | - | 110.077,00 | 122.223,00 | 147.790,00 | 163.181,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP…1104 | - | - | - | 86.803,00 | 94.184,00 | 103.305,00 | 115.542,00 | - | -"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP…1203 | - | - | - | - | - | 110.077,00 | 122.223,00 | 147.790,00 | 163.181,00"
TL,7,MAP... SERİSİ MONOBLOK REDÜKTÖRLER PAM FLANŞ ,"MKP…1204 | - | - | - | 86.803,00 | 94.184,00 | 103.305,00 | 115.542,00 | - | -"
TL,8,MA... SERİSİ / MONOBLOK REDÜKTÖRLER ŞASE FİYA,REDÜKTÖR TİPİ | IEC B5 90 | IEC B5 100 | IEC B5 112 | IEC B5 132 | IEC B5 160 | IEC B5 180 | IEC B5 200 | IEC B5 225 | IEC B5 250 | IEC B5 280 | IEC B5 315
TL,8,MA... SERİSİ / MONOBLOK REDÜKTÖRLER ŞASE FİYA,"MA ….402 MA ….403 | - | 40.678,00 | 42.102,00 | 44.883,00 | 51.558,00 | 53.713,00 | 61.697,00 | 65.502,00 | - | - | -"
TL,8,MA... SERİSİ / MONOBLOK REDÜKTÖRLER ŞASE FİYA,"MA ….502 MA ….503 | - | - | - | 48.831,00 | 56.094,00 | 58.442,00 | 67.126,00 | 71.264,00 | 79.620,00 | - | -"
TL,8,MA... SERİSİ / MONOBLOK REDÜKTÖRLER ŞASE FİYA,"MA ….602 MA ….603 | - | - | - | 53.085,00 | 60.345,00 | 62.696,00 | 71.375,00 | 75.514,00 | 83.873,00 | - | -"
TL,8,MA... SERİSİ / MONOBLOK REDÜKTÖRLER ŞASE FİYA,"MA ….702 MA ….703 MA ….704 | - | 48.460,00 | 51.986,00 | 57.997,00 | 65.258,00 | 67.601,00 | 76.289,00 | 80.428,00 | 88.777,00 | 96.805,00 | 127.742,00"
TL,8,MA... SERİSİ / MONOBLOK REDÜKTÖRLER ŞASE FİYA,"MA ….802 MA ….803 MA ….804 | - | 52.556,00 | 56.076,00 | 62.087,00 | 69.352,00 | 71.703,00 | 80.379,00 | 84.518,00 | 92.879,00 | 100.901,00 | 131.840,00"
TL,8,MA... SERİSİ / MONOBLOK REDÜKTÖRLER ŞASE FİYA,"MA ….902 MA ….903 MA ….904 | - | - | - | 68.247,00 | 75.512,00 | 77.861,00 | 86.537,00 | 90.676,00 | 99.040,00 | 107.056,00 | 137.993,00"
TL,8,MA... SERİSİ / MONOBLOK REDÜKTÖRLER ŞASE FİYA,"MA…1002 MA…1003 MA…1004 | - | - | - | 72.060,00 | 79.327,00 | 81.666,00 | 90.355,00 | 94.491,00 | 102.844,00 | 110.870,00 | 141.808,00"
TL,8,MA... SERİSİ / MONOBLOK REDÜKTÖRLER ŞASE FİYA,"MA…1102 MA…1103 MA…1104 | - | - | - | - | 87.998,00 | 90.346,00 | 99.026,00 | 103.167,00 | 111.526,00 | 119.545,00 | 150.488,00"
TL,8,MA... SERİSİ / MONOBLOK REDÜKTÖRLER ŞASE FİYA,"MA…1202 MA…1203 MA…1204 | - | - | - | - | 97.046,00 | 99.449,00 | 108.334,00 | 112.571,00 | 121.123,00 | 129.334,00 | 161.004,00"
TL,8,MK.. SERİSİ (KONİK GİRİŞLİ) / MONOBLOK REDÜKT,REDÜKTÖR TİPİ | IEC B5 80/90 | IEC B5 100 | IEC B5 112 | IEC B5 132 | IEC B5 160 | IEC B5 180 | IEC B5 200 | IEC B5 225 | IEC B5 250 | IEC B5 280 | IEC B5 315
TL,8,MK.. SERİSİ (KONİK GİRİŞLİ) / MONOBLOK REDÜKT,"MK ….403 MK ….404 | 36.234,00 | 37.576,00 | 38.891,00 | 44.352,00 | 50.944,00 | 53.079,00 | 60.961,00 | 64.723,00 | - | - | -"
TL,8,MK.. SERİSİ (KONİK GİRİŞLİ) / MONOBLOK REDÜKT,"MK ….503 MK ….504 | 39.079,00 | 41.530,00 | 44.319,00 | 50.543,00 | 58.059,00 | 60.491,00 | 69.476,00 | 73.763,00 | 82.405,00 | 90.713,00 | -"
TL,8,MK.. SERİSİ (KONİK GİRİŞLİ) / MONOBLOK REDÜKT,"MK ….603 MK ….604 | 41.876,00 | 44.272,00 | 47.023,00 | 53.249,00 | 60.767,00 | 63.197,00 | 72.181,00 | 76.469,00 | 85.116,00 | 93.417,00 | -"
TL,8,MK.. SERİSİ (KONİK GİRİŞLİ) / MONOBLOK REDÜKT,"MK ….703 MK ….704 | 43.809,00 | 46.740,00 | 50.286,00 | 56.536,00 | 63.126,00 | 65.470,00 | 74.151,00 | 78.291,00 | 86.651,00 | 94.667,00 | 125.607,00"
TL,8,MK.. SERİSİ (KONİK GİRİŞLİ) / MONOBLOK REDÜKT,"MK ….803 MK ….804 | 50.687,00 | 54.079,00 | 59.882,00 | 66.861,00 | 69.207,00 | 77.893,00 | 82.032,00 | 90.388,00 | 98.407,00 | 129.344,00 | 115.486,00"
TL,8,MK.. SERİSİ (KONİK GİRİŞLİ) / MONOBLOK REDÜKT,"MK ….903 MK ….904 | - | 56.444,00 | 59.827,00 | 65.610,00 | 72.596,00 | 74.853,00 | 83.526,00 | 87.675,00 | 96.030,00 | 104.047,00 | 134.982,00"
TL,8,MK.. SERİSİ (KONİK GİRİŞLİ) / MONOBLOK REDÜKT,"MK…1003 MK…1004 | - | 60.222,00 | 63.630,00 | 69.414,00 | 76.409,00 | 78.661,00 | 87.341,00 | 91.486,00 | 99.837,00 | 107.856,00 | 138.799,00"
TL,8,MK.. SERİSİ (KONİK GİRİŞLİ) / MONOBLOK REDÜKT,"MK…1103 MK…1104 | - | 70.054,00 | 74.010,00 | 80.740,00 | 88.002,00 | 90.352,00 | 99.029,00 | 103.169,00 | 111.525,00 | 119.551,00 | 150.486,00"
TL,8,MK.. SERİSİ (KONİK GİRİŞLİ) / MONOBLOK REDÜKT,"MK…1203 MK…1204 | - | - | - | 89.211,00 | 96.615,00 | 99.007,00 | 107.851,00 | 112.070,00 | 120.584,00 | 128.759,00 | 160.285,00"
EUR,1,,M Pri | M | A- | MK | S | ER | IES
EUR,1,,ce | Lis
EUR,1,,F0 | 0 | 26
EUR,1,,.0 | 1.202 | 6
EUR,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,GEARBOX TYPE | DIN 5480 | (ØD) | PRICE (€)
EUR,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …4 | N60x2x30x28x9H | Ø60 | 258,00 €"
EUR,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …5 | N70x3x30x22x9H | Ø70 | 275,00 €"
EUR,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …6 | N80x3x30x25x9H | Ø80 | 317,00 €"
EUR,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …7 | N90x3x30x28x9H | Ø90 | 390,00 €"
EUR,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …8 | N100x4x30x24x9H | Ø100 | 499,00 €"
EUR,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …9 | N110x4x30x26x9H | Ø110 | 614,00 €"
EUR,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …10 | N120x4x30x28x9H | Ø120 | 787,00 €"
EUR,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …11 | N130x4x30x31x9H | Ø130 | 916,00 €"
EUR,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …12 | N140x4x30x34x9H | Ø140 | 1.142,00 €"
EUR,2,MA/MK SERIES SPLINED SHAFT PRICE LIST(€),GEARBOX TYPE | SPLINED SHAFT (€) | DRUM CONNECTION FLANGE (€)
EUR,2,MA/MK SERIES SPLINED SHAFT PRICE LIST(€),"MA /MK …4 | 223,00 € | 148,00 €"
EUR,2,MA/MK SERIES SPLINED SHAFT PRICE LIST(€),"MA /MK …5 | 288,00 € | 191,00 €"
EUR,2,MA/MK SERIES SPLINED SHAFT PRICE LIST(€),"MA /MK …6 | 335,00 € | 223,00 €"
EUR,2,MA/MK SERIES SPLINED SHAFT PRICE LIST(€),"MA /MK …7 | 410,00 € | 273,00 €"
EUR,2,MA/MK SERIES SPLINED SHAFT PRICE LIST(€),"MA /MK …8 | 527,00 € | 348,00 €"
EUR,2,MA/MK SERIES SPLINED SHAFT PRICE LIST(€),"MA /MK …9 | 647,00 € | 429,00 €"
EUR,2,MA/MK SERIES SPLINED SHAFT PRICE LIST(€),"MA /MK …10 | 826,00 € | 541,00 €"
EUR,2,MA/MK SERIES SPLINED SHAFT PRICE LIST(€),"MA /MK …11 | 956,00 € | 632,00 €"
EUR,2,MA/MK SERIES SPLINED SHAFT PRICE LIST(€),"MA /MK …12 | 1.187,00 € | 788,00 €"
EUR,2,BACKSTOP (MA/MK... SERIES),BACKSTOP (MA/MK... SERIES) | PRICE (€)
EUR,2,BACKSTOP (MA/MK... SERIES),"MA /MK …4 | 577,00 €"
EUR,2,BACKSTOP (MA/MK... SERIES),"MA /MK …5 | 664,00 €"
EUR,2,BACKSTOP (MA/MK... SERIES),"MA /MK …6 | 664,00 €"
EUR,2,BACKSTOP (MA/MK... SERIES),"MA /MK …7 | 778,00 €"
EUR,2,BACKSTOP (MA/MK... SERIES),"MA /MK …8 | 778,00 €"
EUR,2,BACKSTOP (MA/MK... SERIES),"MA /MK …9 | 842,00 €"
EUR,2,BACKSTOP (MA/MK... SERIES),"MA /MK …10 | 842,00 €"
EUR,2,BACKSTOP (MA/MK... SERIES),"MA /MK …11 | 1.086,00 €"
EUR,2,BACKSTOP (MA/MK... SERIES),"MA /MK …12 | 1.086,00 €"
EUR,3,SPECIAL APPLICATIONS -2 PRICE LIST(€),FORCED LUBRICATION (MA/MK…. SERIES) | PRICE (€) | COOLING COIL (MA/MK…. SERIES) | PRICE (€)
EUR,3,SPECIAL APPLICATIONS -2 PRICE LIST(€),"MA /MK 4… | 249,00 € | MA /MK 4… | 560,00 €"
EUR,3,SPECIAL APPLICATIONS -2 PRICE LIST(€),"MA /MK 5... | 289,00 € | MA /MK 5... | 599,00 €"
EUR,3,SPECIAL APPLICATIONS -2 PRICE LIST(€),"MA /MK 6… | 289,00 € | MA /MK 6… | 709,00 €"
EUR,3,SPECIAL APPLICATIONS -2 PRICE LIST(€),"MA /MK 7… | 331,00 € | MA /MK 7… | 807,00 €"
EUR,3,SPECIAL APPLICATIONS -2 PRICE LIST(€),"MA /MK 8… | 331,00 € | MA /MK 8… | 1.007,00 €"
EUR,3,SPECIAL APPLICATIONS -2 PRICE LIST(€),"MA /MK 9… | 412,00 € | MA /MK 9… | 1.198,00 €"
EUR,3,SPECIAL APPLICATIONS -2 PRICE LIST(€),"MA /MK 10… | 412,00 € | MA /MK 10… | 1.386,00 €"
EUR,3,SPECIAL APPLICATIONS -2 PRICE LIST(€),"MA /MK 11… | 689,00 € | MA /MK 11… | 1.732,00 €"
EUR,3,SPECIAL APPLICATIONS -2 PRICE LIST(€),"MA /MK 12… | 689,00 € | MA /MK 12… | 2.121,00 €"
EUR,3,FAN COOLING (MA…. SERIES),FAN COOLING (MA…. SERIES) | PRICE (€)
EUR,3,FAN COOLING (MA…. SERIES),"MA 4… | 279,00 €"
EUR,3,FAN COOLING (MA…. SERIES),"MA 5... | 367,00 €"
EUR,3,FAN COOLING (MA…. SERIES),"MA 6… | 367,00 €"
EUR,3,FAN COOLING (MA…. SERIES),"MA 7… | 490,00 €"
EUR,3,FAN COOLING (MA…. SERIES),"MA 8… | 490,00 €"
EUR,3,FAN COOLING (MA…. SERIES),"MA 9… | 731,00 €"
EUR,3,FAN COOLING (MA…. SERIES),"MA 10… | 731,00 €"
EUR,3,FAN COOLING (MA…. SERIES),"MA 11… | 1.005,00 €"
EUR,3,FAN COOLING (MA…. SERIES),"MA 12… | 1.005,00 €"
EUR,3,FAN COOLING (MK…. SERIES),FAN COOLING (MK…. SERIES) | PRICE (€)
EUR,3,FAN COOLING (MK…. SERIES),"MK 4… | 406,00 €"
EUR,3,FAN COOLING (MK…. SERIES),"MK 5... | 499,00 €"
EUR,3,FAN COOLING (MK…. SERIES),"MK 6… | 499,00 €"
EUR,3,FAN COOLING (MK…. SERIES),"MK 7… | 663,00 €"
EUR,3,FAN COOLING (MK…. SERIES),"MK 8… | 663,00 €"
EUR,3,FAN COOLING (MK…. SERIES),"MK 9… | 950,00 €"
EUR,3,FAN COOLING (MK…. SERIES),"MK 10… | 950,00 €"
EUR,3,FAN COOLING (MK…. SERIES),"MK 11… | 1.264,00 €"
EUR,3,FAN COOLING (MK…. SERIES),"MK 12… | 1.264,00 €"
EUR,3,SHELL&TUBE HEAT EXCHANGER (MA/MK… SERIES),SHELL&TUBE HEAT EXCHANGER (MA/MK… SERIES) | Cooling Power (kW) | PRICE (€)
EUR,3,SHELL&TUBE HEAT EXCHANGER (MA/MK… SERIES),"BE 1 | 4 kW | 796,00 €"
EUR,3,SHELL&TUBE HEAT EXCHANGER (MA/MK… SERIES),"BE 2 | 6 kW | 812,00 €"
EUR,3,SHELL&TUBE HEAT EXCHANGER (MA/MK… SERIES),"BE 3 | 10 kW | 949,00 €"
EUR,3,SHELL&TUBE HEAT EXCHANGER (MA/MK… SERIES),"BE 4 | 20 kW | 1.153,00 €"
EUR,3,BRAZED HEAT EXCHANGER (MA/MK… SERIES),BRAZED HEAT EXCHANGER (MA/MK… SERIES) | Cooling Power (kW) | PRICE (€)
EUR,3,BRAZED HEAT EXCHANGER (MA/MK… SERIES),"LE 1 | 4 kW | 842,00 €"
EUR,3,BRAZED HEAT EXCHANGER (MA/MK… SERIES),"LE 2 | 6 kW | 919,00 €"
EUR,3,BRAZED HEAT EXCHANGER (MA/MK… SERIES),"LE 3 | 10 kW | 1.127,00 €"
EUR,3,BRAZED HEAT EXCHANGER (MA/MK… SERIES),"LE 4 | 20 kW | 1.305,00 €"
EUR,3,AIR HEAT EXCHANGER (MA/MK… SERIES),AIR HEAT EXCHANGER (MA/MK… SERIES) | Cooling Power (kW) | PRICE (€)
EUR,3,AIR HEAT EXCHANGER (MA/MK… SERIES),"RS 1 | 6,5 kW | 1.476,00 €"
EUR,3,AIR HEAT EXCHANGER (MA/MK… SERIES),"RS 2 | 10 kW | 1.528,00 €"
EUR,3,AIR HEAT EXCHANGER (MA/MK… SERIES),"RS 3 | 15 kW | 1.795,00 €"
EUR,3,AIR HEAT EXCHANGER (MA/MK… SERIES),"RS 4 | 20 kW | 1.900,00 €"
EUR,3,OIL EXPANSION TANK (MA/MK… SERIES),OIL EXPANSION TANK (MA/MK… SERIES) | TANK CAPACITY (Lt.) | PRICE (€)
EUR,3,OIL EXPANSION TANK (MA/MK… SERIES),"ET02 | 2 Lt. | 119,00 €"
EUR,3,OIL EXPANSION TANK (MA/MK… SERIES),"ET03 | 3 Lt. | 142,00 €"
EUR,3,OIL EXPANSION TANK (MA/MK… SERIES),"ET04 | 4 Lt. | 167,00 €"
EUR,3,OIL EXPANSION TANK (MA/MK… SERIES),"ET05 | 5 Lt. | 222,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),GEARBOX TYPE | HOLLOW SHAFT (MA…G..) | OUTPUT SHAFT (MA…SL/SR) | DOUBLE OUTPUT SHAFT (MA…SD) | SHRINK DISC (MA…SDL/SDR) | OUTPUT FLANGE (MA…FL/FR)
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….402 | 2.534,00 € | 2.588,00 € | 2.661,00 € | 2.969,00 € | 496,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….403 | 2.799,00 € | 2.872,00 € | 2.949,00 € | 3.273,00 € | 496,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….502 | 3.350,00 € | 3.474,00 € | 3.500,00 € | 3.944,00 € | 587,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….503 | 3.646,00 € | 3.768,00 € | 3.795,00 € | 4.270,00 € | 587,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….602 | 3.950,00 € | 3.924,00 € | 4.164,00 € | 4.599,00 € | 608,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….603 | 4.296,00 € | 4.274,00 € | 4.513,00 € | 4.946,00 € | 608,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….702 | 4.854,00 € | 4.844,00 € | 5.174,00 € | 5.559,00 € | 942,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….703 | 5.280,00 € | 5.204,00 € | 5.455,00 € | 5.996,00 € | 942,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….704 | 5.547,00 € | 5.490,00 € | 5.762,00 € | 6.314,00 € | 942,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….802 | 6.227,00 € | 6.346,00 € | 6.823,00 € | 7.104,00 € | 1.017,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….803 | 6.636,00 € | 6.606,00 € | 7.083,00 € | 7.538,00 € | 1.017,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….804 | 6.978,00 € | 6.912,00 € | 7.389,00 € | 7.919,00 € | 1.017,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….902 | 7.723,00 € | 7.922,00 € | 8.448,00 € | 9.094,00 € | 1.119,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….903 | 8.413,00 € | 8.512,00 € | 8.946,00 € | 9.750,00 € | 1.119,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA ….904 | 8.762,00 € | 8.878,00 € | 9.209,00 € | 10.143,00 € | 1.119,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA…1002 | 9.735,00 € | 9.967,00 € | 10.788,00 € | 11.107,00 € | 1.247,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA…1003 | 10.574,00 € | 10.570,00 € | 11.391,00 € | 11.944,00 € | 1.247,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA…1004 | 11.030,00 € | 10.841,00 € | 11.663,00 € | 12.451,00 € | 1.247,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA…1102 | 11.590,00 € | 12.099,00 € | 12.657,00 € | 14.283,00 € | 1.858,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA…1103 | 12.514,00 € | 13.156,00 € | 13.477,00 € | 15.420,00 € | 1.858,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA…1104 | 13.024,00 € | 13.681,00 € | 13.812,00 € | 16.000,00 € | 1.858,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA…1202 | 15.210,00 € | 14.742,00 € | 15.148,00 € | 17.451,00 € | 2.100,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA…1203 | 16.543,00 € | 16.140,00 € | 16.493,00 € | 18.926,00 € | 2.100,00 €"
EUR,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST(€),"MA…1204 | 17.096,00 € | 16.734,00 € | 17.054,00 € | 19.574,00 € | 2.100,00 €"
