currency,page,table,cells
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,GEARBOX TYPE | HOLLOW SHAFT (MK…G..) | OUTPUT SHAFT (MK…SL/SR) | DOUBLE OUTPUT SHAFT (MK…SD) | SHRINK DISC (MK…SDL/SDR) | OUTPUT FLANGE (MK…FL/FR)
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….403 | 3.368,00 € | 3.453,00 € | 3.530,00 € | 3.912,00 € | 496,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….404 | 3.474,00 € | 3.555,00 € | 3.636,00 € | 4.001,00 € | 496,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….503 | 4.008,00 € | 4.175,00 € | 4.197,00 € | 4.704,00 € | 587,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….504 | 4.129,00 € | 4.293,00 € | 4.321,00 € | 4.857,00 € | 587,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….603 | 4.756,00 € | 4.779,00 € | 4.993,00 € | 5.537,00 € | 608,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….604 | 4.912,00 € | 4.946,00 € | 5.160,00 € | 5.678,00 € | 608,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….703 | 5.890,00 € | 5.922,00 € | 6.218,00 € | 6.774,00 € | 942,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….704 | 6.132,00 € | 6.156,00 € | 6.371,00 € | 7.040,00 € | 942,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….803 | 7.446,00 € | 7.607,00 € | 8.084,00 € | 8.477,00 € | 1.017,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….804 | 7.593,00 € | 7.754,00 € | 8.231,00 € | 8.743,00 € | 1.017,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….903 | 9.165,00 € | 9.535,00 € | 10.061,00 € | 10.817,00 € | 1.119,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….904 | 9.611,00 € | 9.934,00 € | 10.252,00 € | 11.305,00 € | 1.119,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….1003 | 11.342,00 € | 11.622,00 € | 12.444,00 € | 13.024,00 € | 1.247,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….1004 | 11.812,00 € | 11.835,00 € | 12.725,00 € | 13.603,00 € | 1.247,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….1103 | 13.370,00 € | 14.500,00 € | 14.733,00 € | 16.874,00 € | 1.858,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….1104 | 13.917,00 € | 15.016,00 € | 15.381,00 € | 17.476,00 € | 1.858,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….1203 | 17.344,00 € | 17.382,00 € | 17.247,00 € | 20.316,00 € | 2.100,00 €"
EUR,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….1204 | 18.078,00 € | 18.283,00 € | 18.158,00 € | 21.289,00 € | 2.100,00 €"
EUR,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST(€),GEARBOX TYPE | HOLLOW SHAFT (MK…G..) | OUTPUT SHAFT (MK…SL/SR) | SHRINK DISC (MK…SDL/SDR)
EUR,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST(€),"MK 403 - İRK 63 / 90 L4a | 6.036,00 € | 6.122,00 € | 6.605,00 €"
EUR,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST(€),"MK 503 - İRK 73 / 100 L4b | 7.487,00 € | 7.664,00 € | 8.233,00 €"
EUR,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST(€),"MK 603 - İRK 73 / 112 M4a | 8.332,00 € | 8.391,00 € | 9.172,00 €"
EUR,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST(€),"MK 703 - İRK 83 / 132 S4a | 11.165,00 € | 11.218,00 € | 12.386,00 €"
EUR,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST(€),"MK 803 - İRK 83 / 132 S4a | 12.590,00 € | 12.642,00 € | 13.979,00 €"
EUR,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST(€),"MK903 - İRK 93 / 132 M4a | 15.579,00 € | 15.914,00 € | 17.275,00 €"
EUR,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST(€),"MK 1003 - İRK 93 / 132 M4a | 17.654,00 € | 17.701,00 € | 19.460,00 €"
EUR,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST(€),"MK 1103 - İRK 103 / 160 M4b | 22.645,00 € | 23.772,00 € | 26.141,00 €"
EUR,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST(€),"MK 1203 - İRK 103 / 160 L4a | 25.595,00 € | 26.567,00 € | 29.543,00 €"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,STANDART EXTRUDER FLANGE | OPTIONAL EXTRUDER FLANGE
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,GEARBOX TYPE | EXTRUDER BEARING | PRICE (€) | GEARBOX TYPE | EXTRUDER BEARING | PRICE (€)
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….402 | 29420 | 3.546,00 € | MAE ….402 | - | -"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….403 | 3.865,00 € | MAE ….403 | -"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….502 | 29424 | 4.594,00 € | MAE ….502 | 29420 | 4.367,00 €"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….503 | 4.908,00 € | MAE ….503 | 4.689,00 €"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….602 | 29428 | 5.357,00 € | MAE ….602 | - | -"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….603 | 5.712,00 € | MAE ….603 | -"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….702 | 29430 | 6.467,00 € | MAE ….702 | 29424 | 6.356,00 €"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….703 | 6.880,00 € | MAE ….703 | 6.788,00 €"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….704 | 6.532,00 € | MAE ….704 | 6.900,00 €"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….802 | 29434 | 8.790,00 € | MAE ….802 | - | -"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….803 | 9.241,00 € | MAE ….803 | -"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….804 | 9.441,00 € | MAE ….804 | -"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….902 | 29436 | 11.506,00 € | MAE ….902 | 29430 | 10.251,00 €"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….903 | 12.234,00 € | MAE ….903 | 10.989,00 €"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….904 | 12.558,00 € | MAE ….904 | 11.285,00 €"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1002 | 29440 | 14.341,00 € | MAE…1002 | - | -"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1003 | 15.164,00 € | MAE…1003 | -"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1004 | 15.523,00 € | MAE…1004 | -"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1102 | 29444 | 17.168,00 € | MAE…1102 | 29344 | 16.575,00 €"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1103 | 18.333,00 € | MAE…1103 | 17.667,00 €"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1104 | 18.919,00 € | MAE…1104 | 18.192,00 €"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1202 | 29448 | 21.152,00 € | MAE…1202 | - | -"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1203 | 22.583,00 € | MAE…1203 | -"
EUR,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1204 | 23.147,00 € | MAE…1204 | -"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,STANDART EXTRUDER FLANGE | OPTIONAL EXTRUDER FLANGE
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,GEARBOX TYPE | EXTRUDER BEARING | PRICE (€) | GEARBOX TYPE | EXTRUDER BEARING | PRICE (€)
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….403 | 29420 | 4.454,00 € | MKE…. 403 | - | -"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….503 | 29424 | 5.417,00 € | MKE ….503 | 29420 | 4.757,00 €"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….603 | 29428 | 6.355,00 € | MKE ….603 | - | -"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….703 | 29430 | 7.803,00 € | MKE ….703 | 29424 | 7.037,00 €"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….704 | 7.377,00 € | MKE ….704 | 7.121,00 €"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….803 | 29434 | 10.415,00 € | MKE ….803 | - | -"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….804 | 10.608,00 € | MKE ….804 | -"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….903 | 29436 | 13.426,00 € | MKE ….903 | 29430 | 11.333,00 €"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….904 | 13.734,00 € | MKE ….904 | 11.648,00 €"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE…1003 | 29440 | 16.421,00 € | MKE…1003 | - | -"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE…1004 | 16.754,00 € | MKE…1004 | -"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE…1103 | 29444 | 19.819,00 € | MKE…1103 | 29344 | 18.065,00 €"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE…1104 | 20.283,00 € | MKE…1104 | 18.471,00 €"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE…1203 | 29448 | 23.032,00 € | MKE…1203 | -"
EUR,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE…1204 | 23.818,00 € | MKE…1204 | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,GEARBOX TYPE | IEC B5 80/90 | IEC B5 100/112 | IEC B5 132 | IEC B5 160/180 | IEC B5 200 | IEC B5 225 | IEC B5 250 | IEC B5 280 | IEC B5 315
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….402 | - | - | - | 962,00 € | 1.082,00 € | 1.153,00 € | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….403 | - | 913,00 € | 937,00 € | 951,00 € | 10,00 € | - | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….502 | - | - | - | - | - | 1.248,00 € | 1.426,00 € | 1.819,00 € | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….503 | - | - | 973,00 € | 999,00 € | 1.114,00 € | 1.216,00 € | 1.394,00 € | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….602 | - | - | - | - | - | 1.248,00 € | 1.426,00 € | 1.819,00 € | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….603 | - | - | 973,00 € | 999,00 € | 1.114,00 € | 1.216,00 € | 1.394,00 € | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….702 | - | - | - | - | - | 1.500,00 € | 1.702,00 € | 2.129,00 € | 2.513,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….703 | - | - | - | 1.163,00 € | 1.288,00 € | 1.411,00 € | 1.609,00 € | 2.017,00 € | 2.388,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….704 | - | - | 1.090,00 € | 1.124,00 € | 1.245,00 € | - | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….802 | - | - | - | - | - | 1.500,00 € | 1.702,00 € | 2.129,00 € | 2.513,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….803 | - | - | - | 1.163,00 € | 1.288,00 € | 1.411,00 € | 1.609,00 € | 2.017,00 € | 2.388,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….804 | - | - | 1.090,00 € | 1.124,00 € | 1.245,00 € | - | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….902 | - | - | - | - | - | 1.771,00 € | 1.881,00 € | 2.473,00 € | 2.849,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….903 | - | - | - | 1.432,00 € | 1.566,00 € | 1.718,00 € | 1.929,00 € | 2.369,00 € | 2.753,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….904 | - | - | 1.352,00 € | 1.394,00 € | 1.531,00 € | 1.680,00 € | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1002 | - | - | - | - | - | 1.771,00 € | 1.881,00 € | 2.473,00 € | 2.849,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1003 | - | - | - | 1.432,00 € | 1.566,00 € | 1.718,00 € | 1.929,00 € | 2.369,00 € | 2.753,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1004 | - | - | 1.352,00 € | 1.394,00 € | 1.531,00 € | 1.680,00 € | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1102 | - | - | - | - | - | - | - | - | 3.305,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1103 | - | - | - | - | - | 2.115,00 € | 2.335,00 € | 2.783,00 € | 3.192,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1104 | - | - | - | 1.675,00 € | 1.813,00 € | 1.995,00 € | 2.221,00 € | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1202 | - | - | - | - | - | - | - | - | 3.305,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1203 | - | - | - | - | - | 2.115,00 € | 2.335,00 € | 2.783,00 € | 3.192,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1204 | - | - | - | 1.675,00 € | 1.813,00 € | 1.995,00 € | 2.221,00 € | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,REDÜKTÖR TİPİ | IEC B5 80/90 | IEC B5 100/112 | IEC B5 132 | IEC B5 160/180 | IEC B5 200 | IEC B5 225 | IEC B5 250 | IEC B5 280 | IEC B5 315
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….403 | - | 930,00 € | 960,00 € | 990,00 € | 1.104,00 € | - | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….404 | 921,00 € | 916,00 € | 947,00 € | - | - | - | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….503 | - | 1.036,00 € | 1.068,00 € | 1.100,00 € | 1.206,00 € | 1.335,00 € | 1.580,00 € | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….504 | 1.016,00 € | 1.019,00 € | 1.050,00 € | 1.077,00 € | - | - | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….603 | - | 1.036,00 € | 1.068,00 € | 1.100,00 € | 1.206,00 € | 1.335,00 € | 1.580,00 € | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….604 | 1.016,00 € | 1.021,00 € | 1.050,00 € | 1.078,00 € | - | - | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….703 | - | - | - | 1.304,00 € | 1.442,00 € | 1.584,00 € | 1.806,00 € | 2.079,00 € | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….704 | - | 1.023,00 € | 1.105,00 € | 1.248,00 € | 1.388,00 € | - | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….803 | - | - | - | 1.304,00 € | 1.442,00 € | 1.584,00 € | 1.806,00 € | 2.079,00 € | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….804 | - | 1.023,00 € | 1.105,00 € | 1.248,00 € | 1.388,00 € | - | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….903 | - | - | - | 1.613,00 € | 1.760,00 € | 1.928,00 € | 2.171,00 € | 2.664,00 € | 2.965,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….904 | - | 1.541,00 € | 1.576,00 € | 1.732,00 € | 1.894,00 € | 2.116,00 € | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP…1003 | - | - | - | 1.613,00 € | 1.760,00 € | 1.928,00 € | 2.171,00 € | 2.664,00 € | 2.965,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP…1004 | - | 1.541,00 € | 1.576,00 € | 1.732,00 € | 1.894,00 € | 2.116,00 € | - | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP…1103 | - | - | - | - | - | 2.343,00 € | 2.601,00 € | 3.145,00 € | 3.472,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP…1104 | - | - | - | 1.847,00 € | 2.004,00 € | 2.198,00 € | 2.459,00 € | - | -"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP…1203 | - | - | - | - | - | 2.343,00 € | 2.601,00 € | 3.145,00 € | 3.472,00 €"
EUR,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP…1204 | - | - | - | 1.847,00 € | 2.004,00 € | 2.198,00 € | 2.459,00 € | - | -"
EUR,8,MA... SERIES BASE FRAME PRICE LIST(€),GEARBOX TYPE | IEC B5 90 | IEC B5 100 | IEC B5 112 | IEC B5 132 | IEC B5 160 | IEC B5 180 | IEC B5 200 | IEC B5 225 | IEC B5 250 | IEC B5 280 | IEC B5 315
EUR,8,MA... SERIES BASE FRAME PRICE LIST(€),"MA ….402 MA ….403 | - | 866,00 € | 896,00 € | 955,00 € | 1.097,00 € | 1.143,00 € | 1.313,00 € | 1.394,00 € | - | - | -"
EUR,8,MA... SERIES BASE FRAME PRICE LIST(€),"MA ….502 MA ….503 | - | - | - | 1.039,00 € | 1.194,00 € | 1.244,00 € | 1.429,00 € | 1.517,00 € | 1.695,00 € | - | -"
EUR,8,MA... SERIES BASE FRAME PRICE LIST(€),"MA ….602 MA ….603 | - | - | - | 1.130,00 € | 1.284,00 € | 1.334,00 € | 1.519,00 € | 1.607,00 € | 1.785,00 € | - | -"
EUR,8,MA... SERIES BASE FRAME PRICE LIST(€),"MA ….702 MA ….703 MA ….704 | - | 1.032,00 € | 1.107,00 € | 1.234,00 € | 1.389,00 € | 1.439,00 € | 1.624,00 € | 1.712,00 € | 1.889,00 € | 2.060,00 € | 2.718,00 €"
EUR,8,MA... SERIES BASE FRAME PRICE LIST(€),"MA ….802 MA ….803 MA ….804 | - | 1.119,00 € | 1.194,00 € | 1.321,00 € | 1.476,00 € | 1.526,00 € | 1.711,00 € | 1.799,00 € | 1.977,00 € | 2.147,00 € | 2.806,00 €"
EUR,8,MA... SERIES BASE FRAME PRICE LIST(€),"MA ….902 MA ….903 MA ….904 | - | - | - | 1.453,00 € | 1.607,00 € | 1.657,00 € | 1.842,00 € | 1.930,00 € | 2.108,00 € | 2.278,00 € | 2.937,00 €"
EUR,8,MA... SERIES BASE FRAME PRICE LIST(€),"MA…1002 MA…1003 MA…1004 | - | - | - | 1.534,00 € | 1.688,00 € | 1.738,00 € | 1.923,00 € | 2.011,00 € | 2.189,00 € | 2.359,00 € | 3.018,00 €"
EUR,8,MA... SERIES BASE FRAME PRICE LIST(€),"MA…1102 MA…1103 MA…1104 | - | - | - | - | 1.873,00 € | 1.923,00 € | 2.107,00 € | 2.196,00 € | 2.373,00 € | 2.544,00 € | 3.202,00 €"
EUR,8,MA... SERIES BASE FRAME PRICE LIST(€),"MA…1202 MA…1203 MA…1204 | - | - | - | - | 2.065,00 € | 2.116,00 € | 2.305,00 € | 2.396,00 € | 2.578,00 € | 2.752,00 € | 3.426,00 €"
EUR,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,GEARBOX TYPE | IEC B5 80/90 | IEC B5 100 | IEC B5 112 | IEC B5 132 | IEC B5 160 | IEC B5 180 | IEC B5 200 | IEC B5 225 | IEC B5 250 | IEC B5 280 | IEC B5 315
EUR,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK ….403 MK ….404 | 771,00 € | 800,00 € | 828,00 € | 944,00 € | 1.084,00 € | 1.130,00 € | 1.298,00 € | 1.378,00 € | - | - | -"
EUR,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK ….503 MK ….504 | 832,00 € | 884,00 € | 943,00 € | 1.076,00 € | 1.236,00 € | 1.288,00 € | 1.479,00 € | 1.570,00 € | 1.754,00 € | 1.931,00 € | -"
EUR,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK ….603 MK ….604 | 891,00 € | 942,00 € | 1.001,00 € | 1.133,00 € | 1.293,00 € | 1.345,00 € | 1.536,00 € | 1.627,00 € | 1.811,00 € | 1.988,00 € | -"
EUR,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK ….703 MK ….704 | 933,00 € | 995,00 € | 1.070,00 € | 1.203,00 € | 1.344,00 € | 1.393,00 € | 1.578,00 € | 1.666,00 € | 1.844,00 € | 2.015,00 € | 2.673,00 €"
EUR,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK ….803 MK ….804 | 1.079,00 € | 1.151,00 € | 1.275,00 € | 1.423,00 € | 1.473,00 € | 1.658,00 € | 1.746,00 € | 1.924,00 € | 2.094,00 € | 2.752,00 € | 2.458,00 €"
EUR,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK ….903 MK ….904 | - | 1.201,00 € | 1.273,00 € | 1.396,00 € | 1.545,00 € | 1.593,00 € | 1.778,00 € | 1.866,00 € | 2.044,00 € | 2.214,00 € | 2.872,00 €"
EUR,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK…1003 MK…1004 | - | 1.282,00 € | 1.354,00 € | 1.477,00 € | 1.626,00 € | 1.674,00 € | 1.859,00 € | 1.947,00 € | 2.125,00 € | 2.295,00 € | 2.954,00 €"
EUR,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK…1103 MK…1104 | - | 1.491,00 € | 1.575,00 € | 1.718,00 € | 1.873,00 € | 1.923,00 € | 2.107,00 € | 2.196,00 € | 2.373,00 € | 2.544,00 € | 3.202,00 €"
EUR,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK…1203 MK…1204 | - | - | - | 1.899,00 € | 2.056,00 € | 2.107,00 € | 2.295,00 € | 2.385,00 € | 2.566,00 € | 2.740,00 € | 3.411,00 €"
USD,1,,S r($ | )
USD,1,,Pri | MA | -M | K S | ER | IE
USD,1,,ce | Lis
USD,1,,F0 | 0 | 26
USD,1,,.0 | 1.202 | 6
USD,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,GEARBOX TYPE | DIN 5480 | (ØD) | PRICE ($)
USD,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …4 | N60x2x30x28x9H | Ø60 | $304,00"
USD,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …5 | N70x3x30x22x9H | Ø70 | $324,00"
USD,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …6 | N80x3x30x25x9H | Ø80 | $373,00"
USD,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …7 | N90x3x30x28x9H | Ø90 | $459,00"
USD,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …8 | N100x4x30x24x9H | Ø100 | $587,00"
USD,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …9 | N110x4x30x26x9H | Ø110 | $722,00"
USD,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …10 | N120x4x30x28x9H | Ø120 | $925,00"
USD,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …11 | N130x4x30x31x9H | Ø130 | $1.077,00"
USD,2,MAE/MKE SERIES SPLINED EXTRUDER SHAFT PRICE L,"MAE /MKE …12 | N140x4x30x34x9H | Ø140 | $1.342,00"
USD,2,MA/MK SERIES SPLINED SHAFT PRICE LIST($),GEARBOX TYPE | SPLINED SHAFT ($) | DRUM CONNECTION FLANGE ($)
USD,2,MA/MK SERIES SPLINED SHAFT PRICE LIST($),"MA /MK …4 | $263,00 | $174,00"
